"Long","Lat","Nom","ID_Clim","Prov_ou_ter","Tm","JsTm","D","Tx","JsTx","Tn","JsTn","S","JsS","%NS","P","JsP","%NP","Sas","Pd","DIE","JsIE","%IE","DJC","DJR"
"-104,710","50,201","BRATT'S LAKE CLIMATE","4010811","SK","6,4","1","ND","23,8","1","-9,6","1","","","ND","8,3","1","ND","","2","","","ND","337,4","0,0"
"-102,571","50,368","BROADVIEW","4010879","SK","5,6","0","1,5","23,6","0","-6,7","0","","","ND","8,5","0","37,0","","3","","","ND","371,5","0,0"
"-104,867","51,183","DUVAL","4012300","SK","6,5","0","1,5","23,0","0","-8,0","0","11,0","0","147,0","13,2","0","49,0","0,0","4","","","ND","346,5","0,0"
"-102,966","49,210","ESTEVAN A","4012403","SK","6,4","0","ND","24,6","0","-8,1","0","","","ND","24,8","0","ND","","3","","","ND","348,5","0,0"
"-102,967","49,217","ESTEVAN","4012410","SK","6,5","0","ND","25,0","0","-8,1","0","","","ND","24,7","0","ND","","3","","","ND","345,7","0,0"
"-103,650","50,550","INDIAN HEAD CDA","4013480","SK","5,8","0","1,7","23,6","0","-8,3","0","","","ND","2,6","0","11,0","","2","","","ND","365,4","0,0"
"-103,753","51,257","KELLIHER","4013660","SK","5,3","0","1,7","23,5","0","-10,0","0","8,0","0","70,0","10,0","0","33,0","0,0","4","","","ND","379,9","0,0"
"-102,733","50,200","KIPLING","4014040","SK","6,0","0","2,2","24,0","0","-7,0","0","3,0","0","22,0","17,4","0","64,0","0,0","5","","","ND","358,7","0,0"
"-105,250","51,417","LAST MOUNTAIN CS","4014156","SK","6,1","0","1,6","23,4","0","-9,3","0","","","ND","6,5","0","25,0","0,0","4","","","ND","358,3","0,0"
"-104,633","52,000","LEROY","4014322","SK","5,0","0","1,2","24,5","0","-15,0","0","28,2","0","326,0","34,0","0","152,0","0,0","4","","","ND","389,1","0,0"
"-103,889","51,152","LIPTON 2","4014481","SK","5,9","0","1,9","26,5","0","-9,5","0","5,0","0","55,0","10,4","0","39,0","0,0","4","","","ND","362,1","0,0"
"-105,538","50,332","MOOSE JAW CS","4015322","SK","6,8","0","ND","23,7","0","-10,6","0","","","ND","30,4","0","ND","","1","","","ND","335,7","0,0"
"-102,117","49,317","OXBOW","4015800","SK","6,1","1","ND","24,0","1","-7,5","1","0,0","1","ND","41,4","1","ND","0,0","7","","","ND","345,8","0,0"
"-103,265","51,403","PARKERVIEW","4015870","SK","4,2","4","0,9","24,0","4","-14,0","4","4,0","4","ND","8,4","4","ND","0,0","3","","","ND","359,5","0,0"
"-103,983","50,567","QU'APPELLE 1","4016322","SK","6,6","0","2,0","23,0","0","-8,0","0","2,4","0","20,0","8,4","0","31,0","0,0","3","","","ND","341,5","0,0"
"-104,666","50,432","REGINA INTL A","4016566","SK","6,8","0","ND","23,9","0","-10,8","0","","","ND","","","ND","","","","","ND","337,2","0,0"
"-104,667","50,433","REGINA RCS","4016699","SK","6,7","0","ND","24,2","0","-10,9","0","","","ND","6,6","0","ND","","2","","","ND","338,6","0,0"
"-105,400","51,667","WATROUS EAST","4018642","SK","5,8","0","ND","23,3","0","-10,7","0","","","ND","5,7","0","ND","0,0","1","","","ND","365,1","0,0"
"-104,183","49,817","YELLOW GRASS NORTH","4019041","SK","6,6","0","ND","24,7","0","-11,3","0","","","ND","12,1","0","ND","0,0","1","","","ND","341,1","0,0"
"-102,464","51,265","YORKTON","4019073","SK","4,6","0","ND","22,1","0","-9,5","0","","","ND","10,9","0","ND","","2","","","ND","401,5","0,0"
"-102,462","51,265","YORKTON","4019075","SK","4,8","0","ND","22,1","0","-9,6","0","","","ND","10,2","0","ND","","2","","","ND","395,0","0,0"
