"Long","Lat","Nom","ID_Clim","Prov_ou_ter","Tm","JsTm","D","Tx","JsTx","Tn","JsTn","S","JsS","%NS","P","JsP","%NP","Sas","Pd","DIE","JsIE","%IE","DJC","DJR"
"-135,006","68,223","AKLAVIK A","2200105","NT","11,3","0","ND","27,6","0","1,5","0","","","ND","","","ND","","","","","ND","207,2","1,0"
"-126,123","67,021","COLVILLE LAKE","2200824","NT","13,5","1","ND","29,7","1","1,7","1","","","ND","","","ND","","","","","ND","142,3","5,9"
"-126,129","67,021","COLVILLE LAKE A","2200827","NT","13,3","0","ND","28,8","0","1,1","0","","","ND","38,2","0","ND","","5","","","ND","150,8","4,7"
"-123,433","65,209","DELINE CS","2201022","NT","13,5","1","ND","29,4","1","0,5","1","","","ND","18,3","1","ND","","4","","","ND","137,8","3,0"
"-123,436","65,211","DELINE A","2201023","NT","13,9","0","ND","29,8","0","1,4","0","","","ND","","","ND","","","","","ND","132,1","3,7"
"-124,468","61,257","DEADMEN VALLEY","22010H0","NT","16,3","3","ND","32,6","2","0,6","3","","","ND","33,1","3","ND","","3","","","ND","66,9","18,9"
"-128,648","66,241","FORT GOOD HOPE A","2201406","NT","13,9","10","ND","27,5","10","2,2","10","","","ND","","","ND","","","","","ND","87,3","1,9"
"-128,644","66,242","FORT GOOD HOPE CS","2201450","NT","14,7","1","ND","31,5","1","1,8","1","","","ND","17,5","1","ND","","7","","","ND","105,6","8,0"
"-123,467","60,233","FORT LIARD","2201579","NT","17,6","1","ND","31,4","1","3,2","1","","","ND","36,3","1","ND","","6","","","ND","41,1","29,6"
"-123,470","60,236","FORT LIARD A","2201581","NT","17,7","0","ND","31,6","0","3,4","0","","","ND","","","ND","","","","","ND","43,1","32,3"
"-134,860","67,407","FORT MCPHERSON A","2201606","NT","13,0","2","ND","28,3","2","0,8","2","","","ND","","","ND","","","","","ND","147,7","2,2"
"-125,569","64,910","TULITA A","2201705","NT","15,9","2","ND","31,3","2","3,8","2","","","ND","","","ND","","","","","ND","75,6","14,5"
"-117,602","61,317","FORT PROVIDENCE","2201799","NT","17,2","0","ND","33,3","0","1,7","0","","","ND","","","ND","","","","","ND","57,5","32,0"
"-109,168","62,711","FORT RELIANCE (AUT)","2201903","NT","16,1","0","ND","29,5","0","5,8","0","","","ND","41,8","0","ND","","7","","","ND","70,8","13,0"
"-113,690","61,181","FORT RESOLUTION A","2202010","NT","16,3","0","ND","30,4","0","1,6","0","","","ND","","","ND","","","","","ND","78,0","25,8"
"-121,237","61,760","FORT SIMPSON CLIMATE","2202102","NT","17,2","1","ND","32,7","1","4,0","1","","","ND","7,5","1","ND","","2","","","ND","50,2","25,1"
"-121,237","61,760","FORT SIMPSON A","2202103","NT","16,9","17","ND","32,6","17","4,1","17","0,0","12","ND","8,5","12","ND","","2","","","ND","29,4","14,4"
"-121,237","61,760","FORT SIMPSON A","2202104","NT","17,3","0","ND","32,6","0","4,1","0","","","ND","","","ND","","","","","ND","50,1","27,6"
"-111,962","60,020","FORT SMITH A","2202201","NT","18,1","5","ND","34,9","5","6,0","5","0,0","3","ND","22,3","3","ND","","5","","","ND","39,3","42,7"
"-111,929","60,026","FORT SMITH CLIMATE","2202202","NT","17,6","1","ND","35,3","1","5,3","1","","","ND","20,0","1","ND","","5","","","ND","53,7","41,4"
"-111,962","60,020","FORT SMITH A","2202203","NT","17,8","0","ND","34,9","0","5,5","0","","","ND","","","ND","","","","","ND","52,8","45,5"
"-105,133","63,600","HANBURY RIVER","2202351","NT","","","ND","","","","","","","ND","49,6","5","ND","","11","","","ND","",""
"-115,783","60,840","HAY RIVER A","2202401","NT","17,4","2","ND","33,7","2","3,4","2","0,0","0","ND","6,7","0","ND","","3","","","ND","50,1","32,6"
"-115,777","60,839","HAY RIVER CLIMATE","2202402","NT","17,6","0","ND","33,5","0","4,9","0","","","ND","3,4","0","ND","","1","","","ND","48,9","37,9"
"-115,783","60,840","HAY RIVER A","2202403","NT","17,5","0","ND","33,7","0","3,4","0","","","ND","","","ND","","","","","ND","52,2","37,7"
"-113,726","61,920","INNER WHALEBACKS","2202560","NT","16,3","0","ND","22,2","0","10,8","0","","","ND","3,6","0","ND","","1","","","ND","57,5","5,3"
"-133,483","68,304","INUVIK A","2202571","NT","11,9","0","ND","27,0","0","0,6","0","","","ND","","","ND","","","","","ND","193,7","4,4"
"-133,517","68,317","INUVIK CLIMATE","2202578","NT","11,9","1","ND","27,7","1","1,4","1","","","ND","22,0","1","ND","","4","","","ND","186,7","5,1"
"-117,245","63,134","WHATI","2202678","NT","14,6","0","ND","28,8","0","-1,3","0","","","ND","9,4","0","ND","","4","","","ND","114,2","7,9"
"-110,682","62,418","LUTSELK'E A","2202690","NT","15,7","2","ND","31,1","2","3,0","2","","","ND","","","ND","","","","","ND","82,1","14,3"
"-126,799","65,281","NORMAN WELLS A","2202801","NT","14,9","0","ND","31,9","0","-0,6","0","0,0","0","ND","31,9","0","ND","","5","","","ND","104,7","8,3"
"-126,753","65,288","NORMAN WELLS CLIMATE","2202810","NT","14,6","2","ND","32,1","2","-2,2","2","","","ND","31,0","2","ND","","4","","","ND","106,4","8,3"
"-124,076","69,361","PAULATUK A","2203055","NT","10,1","0","ND","24,7","0","-0,4","0","","","ND","","","ND","","","","","ND","245,2","0,2"
"-124,083","69,358","PAULATUK","2203058","NT","10,4","1","ND","24,6","1","-0,3","1","","","ND","16,2","1","ND","","8","","","ND","229,3","0,1"
"-135,444","69,633","PELLY ISLAND","2203095","NT","7,3","20","ND","16,5","20","0,1","20","","","ND","","","ND","","","","","ND","118,2","0,0"
"-127,209","61,963","RABBIT KETTLE","2203342","NT","14,7","2","ND","30,5","2","0,6","2","","","ND","46,0","2","ND","","5","","","ND","97,3","2,8"
"-117,328","64,112","GAMETI","2203359","NT","16,6","0","ND","29,9","0","5,2","0","","","ND","26,5","0","ND","","4","","","ND","59,3","17,0"
"-117,310","64,116","GAMETI A","2203365","NT","16,5","1","ND","29,7","1","3,2","1","","","ND","","","ND","","","","","ND","61,4","16,1"
"-133,026","69,433","TUKTOYAKTUK A","2203911","NT","10,0","3","ND","24,9","3","0,8","3","","","ND","","","ND","","","","","ND","224,5","0,3"
"-133,017","69,433","TUKTOYAKTUK","2203914","NT","10,0","0","ND","25,2","0","1,2","0","","","ND","15,2","1","ND","","4","","","ND","247,5","0,0"
"-122,359","69,199","TUKTUT NOGAIT","2203918","NT","9,2","0","ND","21,7","0","-5,2","0","","","ND","55,8","5","ND","","11","","","ND","272,5","0,0"
"-114,077","64,191","WEKWEETI A","2203980","NT","15,0","0","ND","27,8","0","3,7","0","","","ND","18,3","0","ND","","6","","","ND","99,5","6,5"
"-123,437","63,210","WRIGLEY A","2204005","NT","16,5","0","ND","30,1","0","5,4","0","","","ND","","","ND","","","","","ND","58,6","13,3"
"-114,440","62,463","YELLOWKNIFE A","2204101","NT","16,5","0","ND","28,8","0","5,0","0","0,0","0","ND","12,7","0","ND","","4","","","ND","62,3","16,2"
"-114,449","62,474","YELLOWKNIFE AIRPORT","2204108","NT","17,1","0","ND","28,0","0","8,6","0","","","ND","9,1","0","ND","","2","","","ND","50,1","20,7"
"-123,742","61,242","YOHIN","2204300","NT","16,7","6","ND","34,7","6","1,3","6","","","ND","18,8","6","ND","","4","","","ND","51,8","19,7"
"-130,228","67,179","LITTLE CHICAGO","220B6Q3","NT","14,2","0","ND","30,7","0","0,2","0","","","ND","","","ND","","","","","ND","123,9","5,6"
"-121,239","60,441","SAMBAA K'E","220CQHR","NT","15,1","1","ND","31,3","1","-0,8","1","","","ND","88,2","1","ND","","9","","","ND","97,3","11,0"
"-122,851","61,125","LINDBERG LANDING","220N003","NT","16,3","11","ND","32,7","11","1,5","11","","","ND","31,0","11","ND","","3","","","ND","50,7","16,3"
"-133,502","68,746","TRAIL VALLEY","220N005","NT","10,4","0","ND","27,0","0","-3,4","0","","","ND","30,2","0","ND","","8","","","ND","236,4","2,2"
"-119,989","74,139","NANGMAGVIK LAKE","2500440","NT","2,8","2","ND","18,0","2","-5,8","2","","","ND","37,9","2","ND","","10","","","ND","441,0","0,0"
"-112,161","74,457","CAPE PROVIDENCE","2501419","NT","1,6","18","ND","9,1","18","-4,0","18","","","ND","18,9","19","ND","","4","","","ND","213,3","0,0"
"-117,806","70,763","ULUKHAKTOK A","2502503","NT","5,9","5","ND","14,3","5","-0,7","5","","","ND","","","ND","","","","","ND","314,3","0,0"
"-117,800","70,761","ULUKHAKTOK","2502505","NT","6,8","1","ND","18,3","1","-0,7","1","","","ND","30,3","21","ND","","5","","","ND","334,6","0,0"
"-125,254","71,993","SACHS HARBOUR CLIMATE","2503648","NT","3,0","0","ND","14,1","0","-4,5","0","","","ND","43,8","0","ND","","6","","","ND","464,5","0,0"
"-125,241","71,994","SACHS HARBOUR A","2503649","NT","3,0","2","ND","13,8","2","-4,6","2","","","ND","","","ND","","","","","ND","434,4","0,0"
"-119,538","73,231","THOMSEN RIVER","2503886","NT","4,9","12","ND","17,7","12","-5,2","12","","","ND","57,8","12","ND","","7","","","ND","249,0","0,0"
"-119,347","76,238","MOULD BAY CS","250M001","NT","0,8","2","ND","11,8","2","-6,1","2","","","ND","7,8","1","ND","","3","","","ND","498,5","0,0"
