"Long","Lat","Nom","ID_Clim","Prov_ou_ter","Tm","JsTm","D","Tx","JsTx","Tn","JsTn","S","JsS","%NS","P","JsP","%NP","Sas","Pd","DIE","JsIE","%IE","DJC","DJR"
"-104,710","50,201","BRATT'S LAKE CLIMATE","4010811","SK","-12,1","6","ND","2,4","6","-28,5","6","","","ND","7,3","6","ND","19,0","2","","","ND","751,3","0,0"
"-102,571","50,368","BROADVIEW","4010879","SK","-12,0","0","1,0","5,0","0","-36,4","0","","","ND","29,0","0","142,0","16,0","7","","","ND","929,1","0,0"
"-104,867","51,183","DUVAL","4012300","SK","-11,7","0","0,0","5,0","0","-30,0","0","21,0","0","119,0","33,0","0","181,0","0,0","6","","","ND","919,5","0,0"
"-102,966","49,210","ESTEVAN A","4012403","SK","-10,4","0","ND","4,9","0","-28,6","0","","","ND","3,9","0","ND","","2","","","ND","881,6","0,0"
"-102,967","49,217","ESTEVAN","4012410","SK","-10,2","0","ND","5,1","0","-28,6","0","","","ND","20,5","0","ND","12,0","7","","","ND","875,3","0,0"
"-103,650","50,550","INDIAN HEAD CDA","4013480","SK","-12,1","0","0,2","3,0","0","-32,9","0","","","ND","19,3","0","79,0","10,0","5","","","ND","933,5","0,0"
"-103,753","51,257","KELLIHER","4013660","SK","-12,4","0","0,8","3,0","0","-33,5","0","26,2","0","102,0","26,2","0","101,0","36,0","6","","","ND","941,2","0,0"
"-102,733","50,200","KIPLING","4014040","SK","-11,2","0","1,3","4,0","0","-31,0","0","20,2","0","92,0","34,6","0","151,0","0,0","9","","","ND","904,7","0,0"
"-105,250","51,417","LAST MOUNTAIN CS","4014156","SK","-12,3","0","0,7","3,9","0","-36,8","0","","","ND","39,3","0","214,0","27,0","8","","","ND","938,5","0,0"
"-104,633","52,000","LEROY","4014322","SK","-13,0","0","0,8","3,0","0","-38,0","0","22,2","0","127,0","23,0","0","127,0","49,0","4","","","ND","962,4","0,0"
"-103,889","51,152","LIPTON 2","4014481","SK","-12,4","0","0,9","3,0","0","-35,5","0","20,0","0","80,0","21,0","0","83,0","26,0","6","","","ND","940,9","0,0"
"-105,538","50,332","MOOSE JAW CS","4015322","SK","-9,5","0","ND","6,2","0","-26,9","0","","","ND","11,9","0","ND","10,0","5","","","ND","851,0","0,0"
"-102,117","49,317","OXBOW","4015800","SK","-11,5","6","ND","3,5","6","-30,5","6","19,0","6","ND","20,6","6","ND","18,0","5","","","ND","736,7","0,0"
"-103,983","50,567","QU'APPELLE 1","4016322","SK","-10,7","0","1,3","4,0","0","-31,5","0","15,0","0","80,0","22,2","0","114,0","33,0","6","","","ND","888,5","0,0"
"-104,666","50,432","REGINA INTL A","4016566","SK","-11,7","0","ND","2,0","0","-28,6","0","","","ND","","","ND","","","","","ND","919,2","0,0"
"-104,667","50,433","REGINA RCS","4016699","SK","-11,7","0","ND","2,1","0","-28,9","0","","","ND","13,7","0","ND","10,0","4","","","ND","919,5","0,0"
"-105,400","51,667","WATROUS EAST","4018642","SK","-12,3","1","ND","3,0","1","-35,1","1","","","ND","15,8","1","ND","22,0","4","","","ND","908,1","0,0"
"-104,183","49,817","YELLOW GRASS NORTH","4019041","SK","-11,0","1","ND","4,1","1","-26,7","1","","","ND","4,8","1","ND","29,0","1","","","ND","869,9","0,0"
"-102,464","51,265","YORKTON","4019073","SK","-12,6","0","ND","3,4","0","-33,3","0","","","ND","15,4","0","ND","20,0","3","","","ND","947,5","0,0"
"-102,462","51,265","YORKTON","4019075","SK","-12,4","0","ND","3,8","0","-33,2","0","","","ND","7,0","0","ND","","3","","","ND","941,4","0,0"
"-104,200","51,767","WYNYARD (AUT)","40190LN","SK","-12,0","0","ND","3,9","0","-37,4","0","","","ND","17,6","0","ND","23,0","4","","","ND","931,3","0,0"
"-103,800","49,700","WEYBURN","401HP5R","SK","-11,2","2","ND","4,4","2","-27,6","2","","","ND","10,8","2","ND","19,0","3","","","ND","846,6","0,0"
"-105,946","49,729","ASSINIBOIA AIRPORT","4020286","SK","-8,7","2","ND","5,4","2","-23,0","2","","","ND","14,4","2","ND","24,0","4","","","ND","773,3","0,0"
"-107,311","50,832","BEECHY","4020560","SK","-10,9","27","-0,7","3,0","27","-23,0","27","0,4","27","ND","0,4","27","ND","","0","","","ND","115,6","0,0"
"-106,583","51,133","ELBOW CS","4022359","SK","-10,7","1","ND","4,3","1","-28,9","1","","","ND","26,4","1","ND","20,0","7","","","ND","859,5","0,0"
"-107,150","50,950","LUCKY LAKE","4024714","SK","-9,5","1","ND","4,9","1","-27,4","1","","","ND","7,3","1","ND","13,0","2","","","ND","824,5","0,0"
"-109,466","49,903","MAPLE CREEK","4024919","SK","-4,5","0","ND","9,9","0","-21,4","0","","","ND","20,8","0","ND","","4","","","ND","698,6","0,0"
"-107,263","51,154","ROCK POINT","4026847","SK","-9,4","1","1,3","4,5","1","-26,0","1","16,8","1","ND","20,4","1","ND","23,0","5","","","ND","821,5","0,0"
"-107,691","50,292","SWIFT CURRENT","4028038","SK","-7,6","0","ND","4,2","0","-23,6","0","","","ND","5,0","1","ND","","2","","","ND","794,7","0,0"
"-107,733","50,267","SWIFT CURRENT CDA","4028060","SK","-7,3","8","1,9","4,5","8","-22,8","8","","","ND","4,0","8","ND","12,0","1","","","ND","580,9","0,0"
"-109,501","50,909","LEADER AIRPORT","402DAF0","SK","-9,3","0","ND","5,1","0","-25,1","0","","","ND","18,5","0","ND","35,0","3","","","ND","845,4","0,0"
"-105,483","49,050","CORONACH SPC","40318MN","SK","-7,9","0","1,6","5,4","0","-22,0","0","","","ND","12,7","0","80,0","","4","","","ND","803,8","0,0"
"-109,514","49,641","CYPRESS HILLS PARK","4031999","SK","-4,8","0","ND","9,4","0","-22,1","0","","","ND","49,3","0","ND","8,0","3","","","ND","705,3","0,0"
"-108,989","49,438","EASTEND CYPRESS (AUT)","4032322","SK","-6,7","1","ND","7,0","1","-23,0","1","","","ND","7,9","1","ND","","1","","","ND","740,9","0,0"
"-107,024","49,099","MANKOTA","4034910","SK","-8,6","0","2,0","5,8","0","-26,0","0","","","ND","13,6","0","95,0","","4","","","ND","824,5","0,0"
"-105,979","49,168","ROCKGLEN (AUT)","4036844","SK","-7,3","0","ND","5,0","0","-21,2","0","","","ND","13,1","0","ND","","3","","","ND","785,3","0,0"
"-107,586","49,058","VAL MARIE SOUTHEAST","4038412","SK","-8,7","0","ND","5,4","0","-28,2","0","","","ND","8,9","0","ND","8,0","3","","","ND","828,1","0,0"
"-109,200","53,450","BUTTE ST PIERRE","4041000","SK","-12,3","0","2,2","5,0","0","-35,0","0","13,8","0","98,0","18,4","0","125,0","18,0","6","","","ND","938,5","0,0"
"-109,181","51,515","KINDERSLEY A","4043899","SK","-10,8","0","ND","3,3","0","-28,0","0","","","ND","","","ND","","","","","ND","893,0","0,0"
"-109,181","51,515","KINDERSLEY A","4043901","SK","-10,8","0","ND","3,3","0","-28,0","0","14,2","0","ND","15,8","0","ND","16,0","5","","","ND","893,0","0,0"
"-109,178","51,516","KINDERSLEY AIRPORT","4043902","SK","-10,8","0","ND","3,0","0","-28,6","0","","","ND","4,4","0","ND","39,0","2","","","ND","892,0","0,0"
"-108,256","52,772","NORTH BATTLEFORD RCS","4045607","SK","-11,5","0","ND","4,6","0","-30,2","0","","","ND","18,6","0","ND","22,0","3","","","ND","914,0","0,0"
"-108,244","52,769","NORTH BATTLEFORD","4045695","SK","-11,6","0","ND","4,5","0","-30,1","0","","","ND","28,7","0","ND","","4","","","ND","917,3","0,0"
"-107,917","51,567","ROSETOWN EAST","4046884","SK","-11,8","1","ND","1,9","1","-30,8","1","","","ND","11,0","1","ND","16,0","4","","","ND","893,4","0,0"
"-108,835","52,360","SCOTT CDA","4047240","SK","-11,8","0","2,2","3,3","0","-31,8","0","","","ND","24,6","0","175,0","18,0","7","","","ND","922,7","0,0"
"-107,767","52,317","SONNINGDALE","4047644","SK","-10,9","1","ND","6,0","1","-31,0","1","32,0","1","ND","32,0","1","ND","","8","","","ND","867,5","0,0"
"-109,405","53,131","WASECA RCS","4048521","SK","-11,8","1","ND","3,9","1","-29,9","1","","","ND","30,7","1","ND","27,0","6","","","ND","893,2","0,0"
"-104,600","52,817","MELFORT","4055079","SK","-12,8","1","ND","3,4","1","-37,3","1","","","ND","4,6","3","ND","19,0","2","","","ND","923,1","0,0"
"-107,050","51,483","OUTLOOK PFRA","4055736","SK","-9,7","0","1,0","5,2","0","-29,1","0","","","ND","39,9","0","271,0","29,0","13","","","ND","858,4","0,0"
"-105,150","52,417","PILGER","4056121","SK","-12,6","0","ND","3,2","0","-34,9","0","","","ND","8,0","0","ND","14,0","3","","","ND","949,8","0,0"
"-105,673","53,214","PRINCE ALBERT GLASS FIELD A","4056241","SK","-12,9","0","ND","4,2","0","-36,9","0","3,2","0","ND","5,7","0","ND","29,0","2","","","ND","959,2","0,0"
"-105,677","53,210","PRINCE ALBERT GLASS FIELD","4056243","SK","-12,8","0","ND","4,7","0","-37,2","0","","","ND","7,0","0","ND","22,0","3","","","ND","955,8","0,0"
"-106,700","52,171","SASKATOON INTL A","4057152","SK","-11,7","0","ND","3,4","0","-30,0","0","","","ND","","","ND","","","","","ND","921,7","0,0"
"-106,719","52,174","SASKATOON RCS","4057165","SK","-11,6","0","ND","3,9","0","-30,3","0","","","ND","15,2","0","ND","28,0","2","","","ND","916,9","0,0"
"-108,421","55,841","BUFFALO NARROWS (AUT)","4060983","SK","-13,3","0","ND","3,4","0","-32,4","0","","","ND","20,2","0","ND","22,0","4","","","ND","968,9","0,0"
"-108,418","55,842","BUFFALO NARROWS A","4060988","SK","-13,2","0","ND","3,5","0","-31,5","0","","","ND","3,2","14","ND","","2","","","ND","967,0","0,0"
"-104,483","58,083","CIGAR LAKE","4061570","SK","-19,7","0","0,4","-3,0","0","-43,0","0","31,0","0","138,0","10,0","0","44,0","56,0","4","","","ND","1168,0","0,0"
"-103,678","58,229","COLLINS BAY SK","4061620","SK","-18,1","0","ND","-0,5","0","-40,2","0","","","ND","48,4","0","ND","63,0","12","","","ND","1119,8","0,0"
"-103,700","58,183","COLLINS BAY CAMECO","4061632","SK","-18,4","2","ND","-1,5","1","-39,0","1","62,8","2","ND","62,8","2","ND","0,0","16","","","ND","1056,6","0,0"
"-102,350","55,533","ISLAND FALLS (AUT)","4063605","SK","-15,2","1","ND","0,0","1","-36,7","1","","","ND","27,8","1","ND","45,0","7","","","ND","995,7","0,0"
"-105,600","57,250","KEY LAKE","4063753","SK","-17,2","0","ND","0,6","0","-44,5","0","","","ND","21,7","0","ND","54,0","8","","","ND","1091,1","0,0"
"-105,618","57,256","KEY LAKE","4063757","SK","-16,7","0","ND","0,8","0","-41,2","0","","","ND","11,3","0","ND","","4","","","ND","1076,2","0,0"
"-105,270","55,146","LA RONGE RCS","4064149","SK","-13,4","1","ND","3,0","1","-36,6","1","","","ND","17,9","1","ND","30,0","4","","","ND","942,0","0,0"
"-105,267","55,151","LA RONGE A","4064155","SK","-14,1","2","ND","2,7","2","-37,0","2","29,6","1","ND","19,9","1","ND","26,0","4","","","ND","930,5","0,0"
"-109,138","54,020","LOON LAKE RCS","4064620","SK","-11,5","0","ND","7,4","0","-31,8","0","","","ND","16,3","0","ND","16,0","4","","","ND","915,0","0,0"
"-108,523","54,125","MEADOW LAKE A","4065063","SK","-13,6","2","ND","5,1","2","-33,5","2","","","ND","","","ND","","","","","ND","917,3","0,0"
"-103,283","56,333","SOUTHEND","4067655","SK","-16,1","1","ND","-0,7","1","-39,8","1","","","ND","33,3","1","ND","51,0","7","","","ND","1024,4","0,0"
"-107,550","53,367","SPIRITWOOD WEST","4067723","SK","-11,9","1","ND","5,9","1","-33,1","1","","","ND","9,6","1","ND","14,0","2","","","ND","896,3","0,0"
"-105,841","59,250","STONY RAPIDS","4067799","SK","-17,9","0","ND","-1,3","0","-40,7","0","","","ND","3,2","0","ND","","2","","","ND","1112,4","0,0"
"-106,067","53,917","WASKESIU LAKE","4068559","SK","-12,6","0","ND","5,1","0","-31,9","0","","","ND","10,0","0","ND","29,0","3","","","ND","949,0","0,0"
"-108,517","54,133","MEADOW LAKE","406N0NM","SK","-12,9","0","ND","5,4","0","-33,6","0","","","ND","12,5","0","ND","19,0","4","","","ND","957,9","0,0"
"-108,483","59,567","URANIUM CITY (AUT)","406QLD0","SK","-17,4","0","ND","-1,9","0","-37,1","0","","","ND","20,7","0","ND","56,0","8","","","ND","1098,3","0,0"
