"Long","Lat","Nom","ID_Clim","Prov_ou_ter","Tm","JsTm","D","Tx","JsTx","Tn","JsTn","S","JsS","%NS","P","JsP","%NP","Sas","Pd","DIE","JsIE","%IE","DJC","DJR"
"-135,006","68,223","AKLAVIK A","2200105","NT","-31,1","0","ND","-4,6","0","-44,4","0","","","ND","","","ND","","","","","ND","1521,8","0,0"
"-126,123","67,021","COLVILLE LAKE","2200824","NT","-31,1","10","ND","-11,8","10","-44,8","10","","","ND","0,2","10","ND","","0","","","ND","1031,0","0,0"
"-126,129","67,021","COLVILLE LAKE A","2200827","NT","-30,5","0","ND","-11,9","0","-45,1","0","","","ND","4,5","0","ND","","2","","","ND","1503,2","0,0"
"-123,433","65,209","DELINE CS","2201022","NT","-27,6","0","ND","-11,8","0","-40,6","0","","","ND","7,4","0","ND","24,0","3","","","ND","1414,2","0,0"
"-123,436","65,211","DELINE A","2201023","NT","-27,5","0","ND","-12,0","0","-40,7","0","","","ND","","","ND","","","","","ND","1411,3","0,0"
"-124,468","61,257","DEADMEN VALLEY","22010H0","NT","-22,3","2","ND","11,6","2","-46,0","2","","","ND","0,0","30","ND","22,0","0","","","ND","1169,4","0,0"
"-128,648","66,241","FORT GOOD HOPE A","2201406","NT","-31,1","0","ND","-10,5","0","-46,1","0","","","ND","","","ND","","","","","ND","1522,1","0,0"
"-128,644","66,242","FORT GOOD HOPE CS","2201450","NT","-31,1","0","ND","-10,5","0","-46,2","0","","","ND","9,8","0","ND","49,0","2","","","ND","1521,8","0,0"
"-123,467","60,233","FORT LIARD","2201579","NT","-22,2","0","ND","8,6","0","-44,8","0","","","ND","11,0","0","ND","33,0","2","","","ND","1245,3","0,0"
"-123,470","60,236","FORT LIARD A","2201581","NT","-22,3","0","ND","8,7","0","-44,9","0","","","ND","","","ND","","","","","ND","1248,9","0,0"
"-134,860","67,407","FORT MCPHERSON A","2201606","NT","-31,4","0","ND","-6,0","0","-45,4","0","","","ND","","","ND","","","","","ND","1530,0","0,0"
"-125,569","64,910","TULITA A","2201705","NT","-28,3","0","ND","-12,7","0","-43,5","0","","","ND","","","ND","","","","","ND","1435,5","0,0"
"-117,602","61,317","FORT PROVIDENCE","2201799","NT","-25,6","1","ND","7,3","1","-46,2","1","","","ND","","","ND","","","","","ND","1308,6","0,0"
"-113,690","61,181","FORT RESOLUTION A","2202010","NT","-24,5","0","ND","3,7","0","-45,4","0","","","ND","","","ND","","","","","ND","1318,2","0,0"
"-121,237","61,760","FORT SIMPSON CLIMATE","2202102","NT","-25,3","0","ND","3,6","0","-49,1","0","","","ND","16,7","0","ND","27,0","8","","","ND","1342,1","0,0"
"-121,237","61,760","FORT SIMPSON A","2202103","NT","-25,6","16","ND","-14,0","16","-39,3","16","18,9","14","ND","13,1","14","ND","45,0","5","","","ND","654,6","0,0"
"-121,237","61,760","FORT SIMPSON A","2202104","NT","-25,4","0","ND","3,3","0","-48,7","0","","","ND","","","ND","","","","","ND","1344,5","0,0"
"-111,962","60,020","FORT SMITH A","2202201","NT","-12,0","30","ND","-8,3","30","-15,6","30","2,6","30","ND","1,6","30","ND","48,0","1","","","ND","30,0","0,0"
"-111,929","60,026","FORT SMITH CLIMATE","2202202","NT","-23,1","1","ND","4,0","1","-45,1","1","","","ND","26,6","1","ND","36,0","7","","","ND","1232,5","0,0"
"-111,962","60,020","FORT SMITH A","2202203","NT","-23,7","1","ND","4,0","1","-46,4","1","","","ND","","","ND","","","","","ND","1252,2","0,0"
