"Long","Lat","Nom","ID_Clim","Prov_ou_ter","Tm","JsTm","D","Tx","JsTx","Tn","JsTn","S","JsS","%NS","P","JsP","%NP","Sas","Pd","DIE","JsIE","%IE","DJC","DJR"
"-65,472","43,451","BACCARO PT","8200255","NS","5,6","0","ND","24,6","0","-2,4","0","","","ND","52,4","0","ND","","6","","","ND","371,7","0,0"
"-62,333","44,817","BEAVER ISLAND (AUT)","8200558","NS","4,0","0","ND","12,8","0","-3,4","0","","","ND","","","ND","","","","","ND","420,1","0,0"
"-63,634","44,708","BEDFORD BASIN","8200573","NS","6,3","1","ND","17,0","1","-2,8","1","","","ND","","","ND","","","","","ND","338,9","0,0"
"-63,662","44,746","BEDFORD RANGE","8200574","NS","5,7","1","ND","19,2","1","-7,5","1","","","ND","10,0","20","ND","","1","","","ND","357,7","0,0"
"-66,347","44,286","BRIER ISLAND","8200604","NS","6,6","0","ND","16,3","0","-1,6","0","","","ND","44,8","0","ND","","6","","","ND","341,4","0,0"
"-62,683","45,767","CARIBOU POINT (AUT)","8200774","NS","4,4","5","ND","18,5","5","-4,1","5","","","ND","10,3","5","ND","","3","","","ND","339,9","0,0"
"-60,955","46,651","CHETICAMP HIGHLANDS NATIONAL PARK","8200828","NS","3,1","0","ND","15,2","0","-6,8","0","","","ND","30,2","0","ND","0,0","6","","","ND","447,0","0,0"
"-62,015","45,491","COLLEGEVILLE AUTO","8201001","NS","3,9","0","ND","19,2","0","-10,2","0","","","ND","30,2","0","ND","1,0","6","","","ND","423,5","0,0"
"-63,467","45,417","DEBERT","8201390","NS","5,2","0","ND","20,0","0","-9,3","0","","","ND","47,2","0","ND","","7","","","ND","385,3","0,0"
"-60,647","45,921","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","NS","4,5","0","ND","16,9","0","-6,0","0","","","ND","29,0","0","ND","","5","","","ND","405,6","0,0"
"-61,050","46,550","GRAND ETANG","8201969","NS","3,1","0","ND","15,1","0","-4,0","0","","","ND","","","ND","","","","","ND","446,7","0,0"
"-64,917","44,983","GREENWOOD A","8202000","NS","6,9","0","1,6","20,2","0","-3,3","0","2,4","0","16,0","44,3","0","53,0","","6","","","ND","332,3","0,0"
"-64,456","44,728","EMERGENCY WEATHER STATION #2","8202195","NS","5,0","14","ND","20,5","14","-7,9","14","","","ND","32,1","14","ND","","3","","","ND","208,1","0,0"
"-63,577","44,655","HALIFAX DOCKYARD","8202240","NS","6,2","2","ND","17,6","2","-2,3","2","","","ND","","","ND","","","","","ND","329,7","0,0"
"-63,509","44,881","HALIFAX STANFIELD INT'L A","8202249","NS","5,6","0","ND","18,0","0","-5,2","0","","","ND","","","ND","","","","","ND","372,7","0,0"
"-63,509","44,881","HALIFAX STANFIELD INT'L A","8202251","NS","5,6","0","ND","18,0","0","-5,2","0","2,6","0","ND","29,7","0","ND","","6","","","ND","372,7","0,0"
"-63,551","44,588","HALIFAX KOOTENAY","8202252","NS","5,8","1","ND","17,8","1","-4,2","1","","","ND","14,8","9","ND","","2","","","ND","354,1","0,0"
"-63,609","44,657","HALIFAX WINDSOR PARK","8202255","NS","6,3","1","ND","18,1","1","-3,2","1","","","ND","12,6","10","ND","","2","","","ND","338,7","0,0"
"-60,983","45,350","HART ISLAND (AUT)","8202318","NS","3,9","0","ND","13,4","0","-4,2","0","","","ND","","","ND","","","","","ND","423,8","0,0"
"-60,406","46,663","INGONISH BEACH RCS","8202502","NS","3,1","0","ND","18,0","0","-6,4","0","","","ND","29,5","0","ND","","3","","","ND","445,7","0,0"
"-65,203","44,403","KEJIMKUJIK 1","8202592","NS","6,5","0","ND","19,1","0","-5,9","0","","","ND","42,8","0","ND","0,0","5","","","ND","343,9","0,0"
"-64,483","45,067","KENTVILLE CDA CS","8202810","NS","6,4","0","ND","19,4","0","-3,7","0","","","ND","45,3","0","ND","","5","","","ND","348,8","0,0"
"-63,483","44,717","LAKE MAJOR","8202896","NS","","","ND","","","","","0,0","2","ND","48,3","2","ND","0,0","6","","","ND","",""
"-59,971","45,921","LOUISBOURG","8203163","NS","3,3","0","ND","16,4","0","-7,6","0","","","ND","32,7","0","ND","","4","","","ND","439,8","0,0"
"-64,296","44,360","LUNENBURG","8203210","NS","6,1","0","ND","17,4","0","-2,2","0","","","ND","","","ND","","","","","ND","356,3","0,0"
"-62,483","44,983","MALAY FALLS","8203405","NS","4,7","2","ND","18,8","2","-8,9","2","","","ND","49,2","2","ND","","6","","","ND","372,5","0,0"
"-63,533","44,600","MCNABS ISLAND (AUT)","8203478","NS","5,7","0","ND","15,9","0","-2,1","0","","","ND","","","ND","","","","","ND","369,6","0,0"
"-64,241","45,760","NAPPAN AUTO","8203702","NS","5,6","0","ND","18,4","0","-5,2","0","","","ND","45,7","0","ND","","6","","","ND","372,5","0,0"
"-64,509","44,827","ALDERSVILLE","8204020","NS","5,6","0","ND","18,7","0","-5,4","0","","","ND","39,2","0","ND","0,0","6","","","ND","372,8","0,0"
"-60,976","46,368","NORTHEAST MARGAREE (AUT)","8204154","NS","3,3","1","ND","17,4","1","-8,2","1","","","ND","20,7","1","ND","","5","","","ND","427,0","0,0"
"-60,672","46,817","NORTH MOUNTAIN CS","8204161","NS","0,9","1","ND","9,7","1","-8,3","1","","","ND","24,6","1","ND","69,0","4","","","ND","496,3","0,0"
"-63,423","44,613","OSBORNE HEAD DND","8204190","NS","4,8","1","ND","16,4","1","-3,7","1","","","ND","12,6","10","ND","","2","","","ND","382,3","0,0"
"-63,055","45,233","UPPER STEWIACKE RCS","8204193","NS","5,2","1","ND","20,4","1","-8,7","1","","","ND","46,7","1","ND","","7","","","ND","371,8","0,0"
"-64,346","45,413","PARRSBORO","8204402","NS","5,3","0","ND","18,1","0","-8,7","0","","","ND","45,2","0","ND","0,0","6","","","ND","382,3","0,0"
"-63,833","44,767","POCKWOCK LAKE","8204453","NS","6,0","2","1,9","17,5","2","-6,0","2","1,0","2","ND","46,4","2","ND","0,0","6","","","ND","337,3","0,0"
"-61,368","45,657","PORT HAWKESBURY","8204495","NS","3,0","0","ND","18,3","0","-7,9","0","","","ND","37,8","0","ND","","6","","","ND","449,2","0,0"
"-59,960","43,929","SABLE ISLAND A","8204703","NS","4,5","0","ND","10,0","0","-3,0","0","","","ND","81,3","0","ND","","7","","","ND","405,3","0,0"
"-60,008","43,931","SABLE ISLAND","8204708","NS","4,6","0","ND","9,9","0","-3,2","0","","","ND","74,4","0","ND","","7","","","ND","403,2","0,0"
"-60,144","47,233","ST PAUL ISLAND (AUT)","8204909","NS","1,7","0","ND","10,4","0","-4,2","0","","","ND","","","ND","","","","","ND","487,9","0,0"
"-63,513","44,630","SHEARWATER RCS","8205092","NS","6,1","0","ND","18,5","0","-3,3","0","","","ND","45,8","0","ND","","5","","","ND","357,8","0,0"
"-63,523","44,628","SHEARWATER JETTY","8205093","NS","5,8","1","ND","15,9","1","-2,2","1","","","ND","","","ND","","","","","ND","352,8","0,0"
"-65,317","43,700","SHELBURNE SANDY POINT","8205130","NS","6,2","0","ND","23,2","0","-5,9","0","","","ND","64,8","0","ND","0,0","8","","","ND","354,7","0,0"
"-60,048","46,161","SYDNEY A","8205701","NS","3,1","0","ND","15,7","0","-8,2","0","6,6","0","ND","19,6","0","ND","","3","","","ND","446,2","0,0"
"-60,042","46,163","SYDNEY CS","8205702","NS","3,3","0","ND","16,1","0","-8,2","0","","","ND","19,6","0","ND","","3","","","ND","441,2","0,0"
"-60,048","46,161","SYDNEY A","8205703","NS","3,1","0","ND","15,7","0","-8,2","0","","","ND","","","ND","","","","","ND","446,2","0,0"
"-61,680","45,608","TRACADIE","8205895","NS","3,5","0","ND","18,4","0","-5,5","0","","","ND","22,3","0","ND","","6","","","ND","434,5","0,0"
"-64,664","43,990","WESTERN HEAD","8206240","NS","6,0","0","ND","22,3","0","-5,1","0","","","ND","49,2","0","ND","","7","","","ND","360,2","0,0"
"-66,088","43,831","YARMOUTH RCS","8206491","NS","6,7","0","ND","18,5","0","-2,3","0","","","ND","45,7","0","ND","","5","","","ND","339,7","0,0"
"-66,088","43,827","YARMOUTH A","8206495","NS","6,6","0","ND","18,5","0","-3,3","0","3,4","0","ND","47,1","0","ND","","6","","","ND","341,7","0,0"
"-66,088","43,827","YARMOUTH A","8206496","NS","6,6","0","ND","18,5","0","-3,3","0","","","ND","","","ND","","","","","ND","341,7","0,0"
