"Long","Lat","Nom","ID_Clim","Prov_ou_ter","Tm","JsTm","D","Tx","JsTx","Tn","JsTn","S","JsS","%NS","P","JsP","%NP","Sas","Pd","DIE","JsIE","%IE","DJC","DJR"
"-104,710","50,201","BRATT'S LAKE CLIMATE","4010811","SK","-11,9","0","ND","2,1","0","-30,3","0","","","ND","6,2","0","ND","22,0","1","","","ND","927,8","0,0"
"-102,571","50,368","BROADVIEW","4010879","SK","-12,5","0","1,6","2,0","0","-29,3","0","","","ND","5,6","0","38,0","14,0","2","","","ND","946,8","0,0"
"-105,383","50,550","BUFFALO POUND LAKE","4010984","SK","","","ND","","","-26,0","1","0,0","1","ND","0,0","1","ND","0,0","0","","","ND","",""
"-104,867","51,183","DUVAL","4012300","SK","-11,4","2","2,6","3,0","2","-30,0","2","0,0","2","ND","0,0","2","ND","0,0","0","","","ND","852,0","0,0"
"-102,966","49,210","ESTEVAN A","4012403","SK","-12,0","0","ND","2,5","0","-30,7","0","","","ND","0,9","0","ND","","0","","","ND","929,0","0,0"
"-102,967","49,217","ESTEVAN","4012410","SK","-11,7","0","ND","2,3","0","-30,5","0","","","ND","4,9","0","ND","19,0","2","","","ND","921,9","0,0"
"-103,650","50,550","INDIAN HEAD CDA","4013480","SK","-11,8","0","3,1","2,6","0","-28,3","0","","","ND","1,3","0","7,0","7,0","0","","","ND","922,8","0,0"
"-103,753","51,257","KELLIHER","4013660","SK","-13,2","0","2,2","1,5","0","-31,5","0","9,8","0","44,0","11,2","0","50,0","48,0","2","","","ND","968,0","0,0"
"-102,733","50,200","KIPLING","4014040","SK","-11,8","0","2,9","1,5","0","-31,0","0","5,0","0","26,0","5,4","0","29,0","0,0","2","","","ND","924,6","0,0"
"-105,250","51,417","LAST MOUNTAIN CS","4014156","SK","-13,8","0","1,2","3,3","0","-31,8","0","","","ND","2,1","0","13,0","22,0","1","","","ND","984,9","0,0"
"-104,633","52,000","LEROY","4014322","SK","-14,0","0","2,4","2,0","0","-32,0","0","9,4","0","55,0","10,0","0","57,0","35,0","4","","","ND","992,4","0,0"
"-103,889","51,152","LIPTON 2","4014481","SK","-13,0","0","2,3","2,0","0","-31,0","0","10,0","0","50,0","10,0","0","49,0","43,0","3","","","ND","959,8","0,0"
"-105,538","50,332","MOOSE JAW CS","4015322","SK","-9,1","0","ND","3,4","0","-23,7","0","","","ND","7,1","0","ND","1,0","2","","","ND","839,8","0,0"
"-105,000","52,333","MUENSTER","4015440","SK","-11,7","19","4,6","-7,0","19","-18,0","19","0,0","19","ND","0,0","19","ND","","0","","","ND","356,0","0,0"
"-102,117","49,317","OXBOW","4015800","SK","-12,1","6","ND","2,5","6","-30,0","6","3,0","6","ND","4,0","6","ND","27,0","3","","","ND","752,6","0,0"
"-103,265","51,403","PARKERVIEW","4015870","SK","-12,3","14","2,7","9,0","14","-32,0","14","8,0","14","ND","8,0","14","ND","0,0","2","","","ND","515,5","0,0"
"-103,983","50,567","QU'APPELLE 1","4016322","SK","-10,9","0","3,3","2,0","0","-28,5","0","5,6","0","37,0","5,8","0","37,0","36,0","3","","","ND","895,8","0,0"
"-104,666","50,432","REGINA INTL A","4016566","SK","-12,4","0","ND","2,8","0","-30,6","0","","","ND","","","ND","","","","","ND","941,4","0,0"
"-104,667","50,433","REGINA RCS","4016699","SK","-12,3","0","ND","2,7","0","-30,6","0","","","ND","6,6","0","ND","11,0","2","","","ND","940,3","0,0"
"-105,400","51,667","WATROUS EAST","4018642","SK","-13,4","0","ND","3,6","0","-29,8","0","","","ND","5,0","0","ND","15,0","1","","","ND","972,2","0,0"
"-104,183","49,817","YELLOW GRASS NORTH","4019041","SK","-11,2","0","ND","2,9","0","-29,9","0","","","ND","5,5","0","ND","32,0","2","","","ND","906,4","0,0"
"-102,464","51,265","YORKTON","4019073","SK","-14,0","0","ND","1,6","0","-30,2","0","","","ND","6,7","1","ND","31,0","1","","","ND","993,2","0,0"
"-102,462","51,265","YORKTON","4019075","SK","-13,9","0","ND","1,8","0","-30,3","0","","","ND","2,9","0","ND","","1","","","ND","988,9","0,0"
