"Long","Lat","Nom","ID_Clim","Prov_ou_ter","Tm","JsTm","D","Tx","JsTx","Tn","JsTn","S","JsS","%NS","P","JsP","%NP","Sas","Pd","DIE","JsIE","%IE","DJC","DJR"
"-82,432","52,928","ATTAWAPISKAT A","6010400","ON","16,1","0","ND","32,5","0","3,1","0","","","ND","39,0","0","ND","","7","","","ND","84,1","26,2"
"-89,897","53,818","BIG TROUT LAKE A","6010735","ON","15,0","1","ND","31,5","1","4,5","1","","","ND","120,8","1","ND","","19","","","ND","104,9","13,4"
"-89,892","53,816","BIG TROUT LAKE","6010740","ON","15,1","0","ND","31,9","0","4,5","0","","","ND","110,6","0","ND","","18","","","ND","105,0","14,2"
"-93,221","50,631","EAR FALLS (AUT)","6012199","ON","16,9","0","ND","29,7","0","5,8","0","","","ND","117,7","0","ND","","10","","","ND","56,2","20,8"
"-87,676","56,019","FORT SEVERN A","6012501","ON","12,7","2","ND","31,8","2","3,6","2","","","ND","161,4","2","ND","","13","","","ND","157,9","5,6"
"-87,934","52,196","LANSDOWNE HOUSE A","6014351","ON","15,7","0","ND","31,9","0","4,1","0","","","ND","64,6","0","ND","","9","","","ND","87,0","16,2"
"-87,936","52,196","LANSDOWNE HOUSE (AUT)","6014353","ON","15,7","2","ND","32,0","2","3,3","2","","","ND","48,4","2","ND","","8","","","ND","81,5","14,9"
"-91,763","53,441","MUSKRAT DAM","6015026","ON","15,3","0","ND","31,0","0","5,8","0","","","ND","102,3","0","ND","","16","","","ND","99,5","17,0"
"-85,433","54,983","PEAWANUCK (AUT)","6016295","ON","13,8","0","ND","33,4","0","2,0","0","","","ND","88,4","0","ND","","10","","","ND","141,1","12,0"
"-85,443","54,988","PEAWANUCK A","6016298","ON","13,9","0","ND","33,5","0","2,9","0","","","ND","97,9","0","ND","","10","","","ND","138,4","12,6"
"-90,218","51,449","PICKLE LAKE (AUT)","6016525","ON","16,9","0","ND","31,6","0","7,5","0","","","ND","62,5","0","ND","","15","","","ND","58,7","24,0"
"-90,214","51,446","PICKLE LAKE A","6016528","ON","17,1","0","ND","31,6","0","7,4","0","","","ND","54,4","0","ND","","12","","","ND","55,0","25,9"
"-93,793","51,067","RED LAKE A","6016971","ON","16,7","2","ND","28,9","2","5,5","2","","","ND","","","ND","","","","","ND","57,1","20,2"
"-93,344","53,064","SANDY LAKE A","6017401","ON","15,7","3","ND","30,9","3","6,4","3","","","ND","45,5","3","ND","","11","","","ND","79,6","14,4"
"-91,316","52,944","WEAGAMOW LAKE","6019400","ON","15,0","2","ND","31,6","2","3,3","2","","","ND","96,2","2","ND","","13","","","ND","101,3","13,9"
"-93,967","48,633","BARWICK","6020559","ON","17,7","2","-1,3","32,5","2","4,5","2","0,0","2","ND","35,6","2","ND","0,0","7","","","ND","36,9","28,4"
"-91,628","48,761","ATIKOKAN (AUT)","6020LPQ","ON","17,0","0","ND","31,5","0","4,5","0","","","ND","60,7","0","ND","","11","","","ND","49,5","17,7"
"-93,439","48,651","FORT FRANCES RCS","6022474","ON","16,7","0","ND","31,5","0","1,7","0","","","ND","100,1","0","ND","","8","","","ND","60,6","19,4"
"-92,744","49,828","DRYDEN REGIONAL","6032125","ON","17,7","0","ND","28,8","0","7,7","0","","","ND","103,9","0","ND","","12","","","ND","40,3","31,2"
"-94,378","49,791","KENORA RCS","6034073","ON","18,3","0","ND","30,0","0","8,7","0","","","ND","59,0","0","ND","","8","","","ND","30,0","38,7"
"-94,363","49,788","KENORA A","6034076","ON","18,4","0","ND","29,9","0","8,8","0","0,0","0","ND","62,0","0","ND","","9","","","ND","28,5","39,9"
"-93,717","49,650","RAWSON LAKE","6036904","ON","15,8","0","-3,6","26,2","0","7,5","0","0,0","0","ND","74,4","0","76,0","0,0","7","","","ND","79,5","11,1"
"-93,733","49,664","RAWSON LAKE (AUT)","6036907","ON","17,9","1","ND","30,1","1","7,8","1","","","ND","86,9","1","ND","","8","","","ND","33,3","29,2"
"-91,908","50,114","SIOUX LOOKOUT A","6037776","ON","16,3","2","ND","28,1","2","3,6","2","0,0","0","ND","","","ND","","","","","ND","63,5","15,5"
"-91,906","50,114","SIOUX LOOKOUT AIRPORT","6037800","ON","17,1","0","ND","29,7","0","5,5","0","","","ND","53,2","0","ND","","8","","","ND","52,6","23,6"
"-88,905","50,294","ARMSTRONG (AUT)","6040325","ON","15,5","0","ND","30,2","0","2,6","0","","","ND","71,6","0","ND","","10","","","ND","86,5","9,9"
"-88,910","50,290","ARMSTRONG A","6040327","ON","15,9","0","ND","30,1","0","3,3","0","","","ND","68,0","0","ND","","14","","","ND","77,4","12,7"
"-88,345","49,154","CAMERON FALLS (AUT)","6041110","ON","17,0","0","ND","30,9","0","6,1","0","","","ND","57,0","0","ND","","10","","","ND","48,0","17,1"
"-85,833","47,333","CARIBOU ISLAND (AUT)","6041222","ON","14,0","2","ND","24,0","2","6,2","2","","","ND","22,6","5","ND","","7","","","ND","117,5","0,8"
"-86,989","49,779","GERALDTON A","6042718","ON","15,7","4","ND","28,4","4","3,7","4","","","ND","90,2","1","ND","","11","","","ND","68,6","7,8"
"-86,932","49,781","GERALDTON AIRPORT","6042719","ON","16,2","0","ND","30,2","0","3,6","0","","","ND","84,2","0","ND","","10","","","ND","71,0","16,0"
"-89,267","48,467","HAZELWOOD","6043390","ON","","","ND","","","","","0,0","3","ND","48,6","3","ND","0,0","7","","","ND","",""
"-86,346","48,757","MARATHON A","6044967","ON","13,9","0","ND","25,1","0","3,2","0","","","ND","","","ND","","","","","ND","127,4","0,0"
"-86,287","48,608","PUKASKWA (AUT)","6046768","ON","14,5","0","ND","25,2","0","4,7","0","","","ND","23,9","0","ND","","8","","","ND","107,4","0,1"
"-87,092","48,816","TERRACE BAY AIRPORT","6048232","ON","14,0","2","ND","25,6","2","3,2","2","","","ND","31,9","2","ND","","9","","","ND","116,5","0,8"
"-89,322","48,372","THUNDER BAY","6048260","ON","17,4","0","ND","31,5","0","5,9","0","","","ND","39,1","0","ND","","10","","","ND","37,2","20,1"
"-89,322","48,372","THUNDER BAY A","6048262","ON","17,1","8","ND","31,5","8","5,9","8","","","ND","","","ND","","","","","ND","33,8","12,2"
"-89,327","48,369","THUNDER BAY CS","6048268","ON","17,4","0","ND","31,4","0","6,0","0","","","ND","35,0","0","ND","","10","","","ND","37,7","19,1"
"-90,467","49,033","UPSALA (AUT)","6049095","ON","15,9","0","ND","29,2","0","2,1","0","","","ND","59,6","1","ND","","10","","","ND","77,2","11,8"
"-89,119","48,369","WELCOME ISLAND (AUT)","6049443","ON","17,2","0","ND","27,2","0","9,8","0","","","ND","27,8","0","ND","","7","","","ND","40,1","14,4"
"-88,306","49,690","LITTLE FLATLAND ISLAND (AUT)","6049470","ON","17,8","0","ND","27,1","0","10,6","0","","","ND","53,2","0","ND","","9","","","ND","25,7","18,4"
"-84,814","47,723","LAKE SUPERIOR PROVINCIAL PARK","6054425","ON","15,7","0","ND","28,0","0","4,1","0","","","ND","23,0","0","ND","","5","","","ND","75,1","4,7"
"-84,510","46,485","SAULT STE MARIE A","6057591","ON","17,1","0","ND","30,9","0","7,4","0","0,0","0","ND","84,5","0","ND","","10","","","ND","41,2","14,0"
"-84,517","46,478","SAULT STE. MARIE AIRPORT","6057593","ON","17,6","0","ND","30,6","0","9,7","0","","","ND","78,2","0","ND","","10","","","ND","30,4","18,4"
"-84,786","47,967","WAWA A","6059413","ON","15,4","2","ND","26,9","2","5,4","2","","","ND","","","ND","","","","","ND","79,2","2,4"
"-83,347","47,820","CHAPLEAU A","6061365","ON","16,9","0","ND","31,0","0","5,2","0","","","ND","","","ND","","","","","ND","49,5","14,8"
"-83,356","47,819","CHAPLEAU AIRPORT","6061366","ON","16,7","3","ND","30,9","3","6,0","3","","","ND","38,7","3","ND","","6","","","ND","45,7","8,9"
"-82,025","46,193","MASSEY","6065006","ON","19,6","0","0,8","31,0","0","9,0","0","0,0","0","ND","101,0","0","134,0","0,0","6","","","ND","6,7","54,8"
"-80,303","46,215","MONETVILLE 2","6065252","ON","20,0","3","ND","32,5","3","8,0","3","0,0","3","ND","78,0","3","ND","0,0","10","","","ND","2,9","59,6"
"-80,796","46,632","SUDBURY CLIMATE","6068145","ON","18,9","2","ND","31,3","2","8,9","2","","","ND","109,7","2","ND","","7","","","ND","17,0","43,0"
"-80,798","46,626","SUDBURY A","6068153","ON","19,4","0","ND","31,3","0","8,9","0","0,0","1","ND","110,6","1","ND","","8","","","ND","14,7","57,6"
"-82,124","49,383","BONNER LAKE","6070QK6","ON","18,1","4","ND","33,5","3","5,0","3","0,0","3","ND","48,0","3","ND","0,0","10","","","ND","26,3","29,2"
"-79,849","47,695","EARLTON A","6072223","ON","18,0","7","ND","33,1","7","7,3","7","","","ND","28,9","7","ND","","7","","","ND","22,4","23,3"
"-79,849","47,695","EARLTON CLIMATE","6072230","ON","18,8","0","ND","33,6","0","7,7","0","","","ND","62,6","0","ND","","11","","","ND","17,0","41,2"
"-82,468","49,412","KAPUSKASING A","6073976","ON","17,3","0","ND","32,0","0","4,6","0","0,0","0","ND","52,2","0","ND","","10","","","ND","44,4","21,5"
