"Long","Lat","Nom","ID_Clim","Prov_ou_ter","Tm","JsTm","D","Tx","JsTx","Tn","JsTn","S","JsS","%NS","P","JsP","%NP","Sas","Pd","DIE","JsIE","%IE","DJC","DJR"
"-71,197","46,837","BEAUPORT","7010565","QC","5,2","0","ND","18,6","0","-9,0","0","","","ND","70,0","0","ND","","8","","","ND","384,1","0,0"
"-74,167","45,317","COTEAU DU LAC","7011947","QC","","","ND","26,8","0","-8,2","0","0,0","0","ND","108,7","2","ND","0,0","10","","","ND","",""
"-71,917","46,667","DESCHAMBAULT","7011982","QC","","","","18,9","0","-10,4","0","0,0","7","ND","28,0","16","ND","0,0","2","","","ND","",""
"-71,972","46,691","DESCHAMBAULT","7011983","QC","4,4","0","ND","19,7","0","-12,0","0","","","ND","115,4","0","ND","","13","","","ND","407,7","0,0"
"-73,435","45,809","L'ASSOMPTION","7014160","QC","7,2","0","ND","26,4","0","-8,0","0","","","ND","96,8","0","ND","","8","","","ND","325,0","0,0"
"-74,050","45,300","LES CEDRES","7014290","QC","","","ND","27,5","0","-8,0","0","0,0","1","ND","107,4","3","ND","0,0","7","","","ND","",""
"-73,017","46,267","LOUISEVILLE","7014332","QC","","","","21,0","0","-9,5","0","8,0","0","109,0","52,3","2","ND","0,0","7","","","ND","",""
"-74,067","45,500","OKA","7015730","QC","","","","26,2","0","-9,4","0","1,0","0","9,0","84,0","1","ND","0,0","11","","","ND","",""
"-71,229","47,562","L'ETAPE","7015791","QC","-0,2","0","ND","19,1","0","-19,5","0","","","ND","67,3","0","ND","","15","","","ND","545,1","0,0"
"-71,393","46,791","QUEBEC INTL A","7016293","QC","3,9","1","ND","17,7","1","-12,5","1","","","ND","","","ND","","","","","ND","408,6","0,0"
"-74,367","45,500","RIGAUD","7016470","QC","","","","25,4","0","-10,6","0","2,0","0","51,0","136,3","1","ND","0,0","9","","","ND","",""
"-71,833","46,983","RIVIERE VERTE OUEST","7016675","QC","","","","18,9","0","-15,8","0","","","ND","","","ND","","","","","ND","",""
"-72,083","46,717","ST ALBAN","7016800","QC","","","","20,9","0","-11,1","0","8,0","4","ND","112,3","4","ND","0,0","7","","","ND","",""
