"Long","Lat","Nom","ID_Clim","Prov_ou_ter","Tm","JsTm","D","Tx","JsTx","Tn","JsTn","S","JsS","%NS","P","JsP","%NP","Sas","Pd","DIE","JsIE","%IE","DJC","DJR"
"-67,716","46,712","AROOSTOOK","8100300","NB","-8,1","11","-0,5","12,0","11","-24,5","11","51,8","11","ND","69,4","11","ND","","11","","","ND","522,4","0,0"
"-64,833","47,802","BAS CARAQUET","8100467","NB","-6,2","0","ND","9,8","0","-16,1","0","","","ND","70,7","0","ND","1,0","10","","","ND","750,2","0,0"
"-64,867","47,800","BAS CARAQUET","8100468","NB","","","ND","","","","","28,8","0","ND","67,4","0","ND","3,0","11","","","ND","",""
"-65,739","47,630","BATHURST A","8100506","NB","-8,7","0","ND","13,3","0","-23,2","0","","","ND","39,5","0","ND","","6","","","ND","826,5","0,0"
"-66,334","47,990","CHARLO AUTO","8100885","NB","-9,2","0","ND","13,1","0","-21,1","0","","","ND","34,8","0","ND","8,0","11","","","ND","843,8","0,0"
"-65,465","47,009","MIRAMICHI RCS","8100989","NB","-8,0","2","ND","14,2","2","-20,5","2","","","ND","46,3","2","ND","4,0","6","","","ND","752,9","0,0"
"-66,010","46,585","DOAKTOWN AUTO RCS","8101201","NB","-8,5","0","ND","13,7","0","-21,8","0","","","ND","66,5","0","ND","3,0","10","","","ND","820,3","0,0"
"-68,324","47,417","EDMUNDSTON","8101303","NB","-11,2","0","ND","11,0","0","-28,0","0","","","ND","65,7","0","ND","26,0","13","","","ND","904,6","0,0"
"-66,537","45,869","FREDERICTON INTL A","8101505","NB","-7,5","0","ND","15,1","0","-21,9","0","","","ND","60,4","0","ND","","7","","","ND","790,9","0,0"
"-66,609","45,920","FREDERICTON CDA CS","8101605","NB","-7,1","0","ND","14,2","0","-18,5","0","","","ND","68,7","0","ND","1,0","11","","","ND","777,3","0,0"
"-64,950","45,600","FUNDY PARK (ALMA) CS","8101746","NB","-4,4","0","ND","12,2","0","-16,1","0","","","ND","136,1","0","ND","4,0","15","","","ND","694,5","0,0"
"-66,802","44,712","GRAND MANAN SAR CS","8101925","NB","-3,4","0","ND","11,6","0","-15,2","0","","","ND","114,6","0","ND","2,0","11","","","ND","664,8","0,0"
"-65,013","46,789","KOUCHIBOUGUAC","8102326","NB","-6,1","12","ND","14,4","12","-21,0","12","","","ND","33,9","12","ND","2,0","6","","","ND","457,4","0,0"
"-66,899","45,954","MACTAQUAC PROV PARK","8102536","NB","-6,8","14","-0,9","12,5","13","-23,0","14","16,0","13","ND","73,2","13","ND","0,0","6","","","ND","422,3","0,0"
"-65,165","45,694","MECHANIC SETTLEMENT","8102848","NB","-7,7","0","ND","10,8","0","-20,3","0","","","ND","159,3","1","ND","5,0","15","","","ND","795,7","0,0"
"-64,494","48,009","MISCOU ISLAND (AUT)","8103050","NB","-5,9","2","ND","8,4","2","-14,1","2","","","ND","62,2","2","ND","","10","","","ND","692,7","0,0"
"-64,679","46,112","MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A","8103201","NB","-6,0","0","ND","13,2","0","-17,5","0","44,6","0","ND","62,7","0","ND","1,0","12","","","ND","744,9","0,0"
"-64,679","46,112","MONCTON / GREATER MONCTON ROMEO LEBLANC INTL A","8103202","NB","-5,8","1","ND","13,2","1","-17,5","1","","","ND","","","ND","","","","","ND","713,6","0,0"
"-66,099","45,507","OAK POINT","8103780","NB","-5,1","0","ND","13,0","0","-17,5","0","41,8","0","ND","119,2","0","ND","0,0","12","","","ND","715,1","0,0"
"-66,458","45,059","POINT LEPREAU CS","8104201","NB","-3,1","9","ND","12,8","9","-15,1","9","","","ND","76,8","9","ND","0,0","9","","","ND","463,7","0,0"
"-65,598","47,439","RED PINES","8104295","NB","-9,1","0","ND","13,0","0","-22,5","0","","","ND","79,9","0","ND","9,0","14","","","ND","839,9","0,0"
"-65,890","45,316","SAINT JOHN A","8104901","NB","-5,9","1","ND","13,0","1","-18,9","1","45,6","0","ND","110,2","0","ND","0,0","13","","","ND","715,8","0,0"
"-65,814","45,290","GARNETT SETTLEMENT","8104905","NB","-5,2","0","ND","12,2","0","-17,2","0","","","ND","151,8","0","ND","","14","","","ND","717,9","0,0"
"-67,253","45,210","ST. STEPHEN","8104935","NB","-6,5","0","ND","13,6","0","-25,9","0","","","ND","93,7","0","ND","1,0","10","","","ND","761,0","0,0"
"-65,529","45,742","SUSSEX FOUR CORNERS","8105210","NB","-6,2","0","ND","14,0","0","-20,4","0","","","ND","87,2","0","ND","2,0","12","","","ND","748,8","0,0"
"-67,543","46,152","WOODSTOCK NEWBRIDGE","8105603","NB","-9,0","0","ND","13,0","0","-24,5","0","","","ND","78,0","0","ND","5,0","11","","","ND","835,6","0,0"
