"Long","Lat","Nom","ID_Clim","Prov_ou_ter","Tm","JsTm","D","Tx","JsTx","Tn","JsTn","S","JsS","%NS","P","JsP","%NP","Sas","Pd","DIE","JsIE","%IE","DJC","DJR"
"-135,006","68,223","AKLAVIK A","2200105","NT","-22,7","0","ND","-11,5","0","-38,6","0","","","ND","","","ND","","","","","ND","1261,3","0,0"
"-124,717","70,167","CAPE PARRY A","2200675","NT","-22,3","0","ND","-10,7","0","-30,8","0","","","ND","","","ND","","","","","ND","1250,0","0,0"
"-126,123","67,021","COLVILLE LAKE","2200824","NT","-21,2","5","ND","-11,3","5","-37,4","5","","","ND","35,3","5","ND","","13","","","ND","1018,4","0,0"
"-126,129","67,021","COLVILLE LAKE A","2200827","NT","-22,7","7","ND","-12,2","7","-38,2","7","","","ND","4,1","1","ND","","2","","","ND","975,6","0,0"
"-123,433","65,209","DELINE CS","2201022","NT","-20,0","0","ND","-9,8","0","-34,6","0","","","ND","13,4","0","ND","29,0","4","","","ND","1178,3","0,0"
"-123,436","65,211","DELINE A","2201023","NT","-19,9","1","ND","-10,2","1","-34,7","1","","","ND","","","ND","","","","","ND","1137,5","0,0"
"-124,468","61,257","DEADMEN VALLEY","22010H0","NT","-16,6","0","ND","5,8","0","-38,0","0","","","ND","","","ND","36,0","","","","ND","1073,8","0,0"
"-128,648","66,241","FORT GOOD HOPE A","2201406","NT","-22,2","0","ND","-10,6","0","-38,2","0","","","ND","","","ND","","","","","ND","1245,7","0,0"
"-128,644","66,242","FORT GOOD HOPE CS","2201450","NT","-22,0","0","ND","-10,5","0","-37,8","0","","","ND","20,6","0","ND","58,0","8","","","ND","1241,4","0,0"
"-123,467","60,233","FORT LIARD","2201579","NT","-15,4","1","ND","10,7","1","-29,8","1","","","ND","8,8","1","ND","36,0","5","","","ND","1002,7","0,0"
"-123,470","60,236","FORT LIARD A","2201581","NT","-15,3","2","ND","10,6","2","-29,7","2","","","ND","","","ND","","","","","ND","964,3","0,0"
"-134,860","67,407","FORT MCPHERSON A","2201606","NT","-22,2","0","ND","-10,4","0","-36,2","0","","","ND","","","ND","","","","","ND","1246,2","0,0"
"-125,569","64,910","TULITA A","2201705","NT","-20,8","0","ND","-9,8","0","-33,7","0","","","ND","","","ND","","","","","ND","1203,5","0,0"
"-117,602","61,317","FORT PROVIDENCE","2201799","NT","-16,4","0","ND","-5,4","0","-28,5","0","","","ND","","","ND","","","","","ND","1065,6","0,0"
"-109,168","62,711","FORT RELIANCE (AUT)","2201903","NT","-19,5","5","ND","-3,9","5","-37,0","5","","","ND","","","ND","43,0","","","","ND","974,8","0,0"
"-113,690","61,181","FORT RESOLUTION A","2202010","NT","-15,8","0","ND","-3,6","0","-34,0","0","","","ND","","","ND","","","","","ND","1049,3","0,0"
"-121,237","61,760","FORT SIMPSON CLIMATE","2202102","NT","-17,3","0","ND","-7,0","0","-30,4","0","","","ND","11,5","0","ND","30,0","4","","","ND","1095,5","0,0"
"-121,237","61,760","FORT SIMPSON A","2202103","NT","-17,5","7","ND","-7,5","7","-30,8","7","24,1","3","ND","12,1","3","ND","56,0","7","","","ND","852,8","0,0"
"-121,237","61,760","FORT SIMPSON A","2202104","NT","-17,4","0","ND","-7,5","0","-30,8","0","","","ND","","","ND","","","","","ND","1097,5","0,0"
"-111,962","60,020","FORT SMITH A","2202201","NT","-15,3","3","ND","-3,5","3","-33,6","3","25,4","0","ND","11,2","0","ND","51,0","5","","","ND","932,9","0,0"
"-111,929","60,026","FORT SMITH CLIMATE","2202202","NT","-15,0","0","ND","-2,1","0","-33,4","0","","","ND","16,0","0","ND","32,0","6","","","ND","1022,2","0,0"
"-111,962","60,020","FORT SMITH A","2202203","NT","-15,2","1","ND","-2,0","1","-33,6","1","","","ND","","","ND","","","","","ND","995,8","0,0"
"-105,133","63,600","HANBURY RIVER","2202351","NT","-24,6","4","ND","-10,8","4","-38,5","4","","","ND","4,6","4","ND","5,0","2","","","ND","1151,4","0,0"
"-115,783","60,840","HAY RIVER A","2202401","NT","-15,5","1","ND","0,9","1","-30,7","1","3,2","0","ND","3,8","0","ND","25,0","2","","","ND","1005,4","0,0"
"-115,777","60,839","HAY RIVER CLIMATE","2202402","NT","-15,4","0","ND","1,8","0","-30,1","0","","","ND","10,5","0","ND","18,0","3","","","ND","1035,8","0,0"
"-115,783","60,840","HAY RIVER A","2202403","NT","-15,8","0","ND","0,9","0","-31,1","0","","","ND","","","ND","","","","","ND","1047,6","0,0"
"-113,726","61,920","INNER WHALEBACKS","2202560","NT","-15,8","0","ND","-4,4","0","-32,7","0","","","ND","3,6","0","ND","","0","","","ND","1048,5","0,0"
"-133,483","68,304","INUVIK A","2202571","NT","-22,4","0","ND","-10,5","0","-36,8","0","","","ND","","","ND","","","","","ND","1251,4","0,0"
"-133,517","68,317","INUVIK CLIMATE","2202578","NT","-21,8","0","ND","-10,9","0","-33,4","0","","","ND","22,8","0","ND","43,0","6","","","ND","1235,1","0,0"
"-117,245","63,134","WHATI","2202678","NT","-19,2","0","ND","-6,0","0","-37,4","0","","","ND","4,5","0","ND","29,0","2","","","ND","1151,8","0,0"
"-110,682","62,418","LUTSELK'E A","2202690","NT","-19,0","4","ND","-4,0","4","-37,9","4","","","ND","","","ND","","","","","ND","998,9","0,0"
