"Long","Lat","Nom","ID_Clim","Prov_ou_ter","Tm","JsTm","D","Tx","JsTx","Tn","JsTn","S","JsS","%NS","P","JsP","%NP","Sas","Pd","DIE","JsIE","%IE","DJC","DJR"
"-94,072","61,094","ARVIAT A","2300427","NU","7,3","2","ND","24,4","2","-1,6","2","","","ND","18,6","2","ND","","6","","","ND","299,0","0,0"
"-96,000","64,317","BAKER LAKE CLIMATE","2300501","NU","7,9","1","ND","20,9","1","-1,1","1","","","ND","18,2","2","ND","","4","","","ND","293,4","0,0"
"-96,078","64,299","BAKER LAKE A","2300503","NU","8,5","13","ND","20,4","13","-0,8","13","0,0","6","ND","2,0","6","ND","0,0","1","","","ND","161,4","0,0"
"-96,078","64,299","BAKER LAKE A","2300504","NU","7,5","0","ND","20,4","0","-0,8","0","","","ND","","","ND","","","","","ND","316,2","0,0"
"-108,015","66,838","BATHURST INLET","2300551","NU","7,0","4","ND","21,6","4","-4,7","4","","","ND","48,0","5","ND","","8","","","ND","286,2","0,0"
"-90,732","63,345","CHESTERFIELD INLET AIRPORT","2300708","NU","6,3","10","ND","21,8","10","-0,9","10","","","ND","16,5","10","ND","","4","","","ND","234,6","0,0"
"-90,731","63,347","CHESTERFIELD INLET A","2300710","NU","5,9","0","ND","21,9","0","-1,3","0","","","ND","","","ND","","","","","ND","362,6","0,0"
"-115,144","67,817","KUGLUKTUK A","2300903","NU","6,2","8","ND","22,5","8","-3,0","8","0,2","16","ND","0,2","16","ND","","0","","","ND","259,8","0,0"
"-115,135","67,817","KUGLUKTUK CLIMATE","2300904","NU","6,6","7","ND","22,5","7","-2,9","7","","","ND","6,1","7","ND","","1","","","ND","262,4","0,0"
"-115,144","67,817","KUGLUKTUK A","2300905","NU","6,6","0","ND","22,8","0","-3,0","0","","","ND","","","ND","","","","","ND","343,5","0,0"
"-83,359","64,193","CORAL HARBOUR A","2301002","NU","6,4","14","ND","24,5","14","-3,1","14","0,0","5","ND","2,7","5","ND","","1","","","ND","185,4","0,0"
"-83,359","64,193","CORAL HARBOUR A","2301004","NU","2,8","20","ND","10,2","20","-3,1","20","","","ND","","","ND","","","","","ND","152,5","0,0"
"-83,350","64,183","CORAL HARBOUR RCS","2301010","NU","6,0","9","ND","21,7","9","-2,8","9","","","ND","7,2","9","ND","","2","","","ND","251,4","0,0"
"-100,884","61,132","ENNADAI LAKE (AUT)","2301102","NU","8,9","0","ND","21,4","0","-0,6","0","","","ND","38,5","0","ND","","7","","","ND","272,7","0,0"
"-94,067","61,100","ARVIAT CLIMATE","2301153","NU","7,0","10","ND","24,3","10","-1,0","10","","","ND","16,6","10","ND","","6","","","ND","219,7","0,0"
"-95,850","68,636","GJOA HAVEN A","2302337","NU","3,8","0","ND","14,1","0","-2,5","0","","","ND","6,6","0","ND","","3","","","ND","426,3","0,0"
"-95,850","68,636","GJOA HAVEN CLIMATE","2302340","NU","4,3","3","ND","14,6","3","-2,1","3","","","ND","6,9","3","ND","","3","","","ND","369,2","0,0"
"-89,796","68,538","KUGAARUK CLIMATE","2303094","NU","5,6","11","ND","20,5","11","-2,5","11","","","ND","2,5","11","ND","","0","","","ND","235,5","0,0"
"-89,805","68,536","KUGAARUK A","2303095","NU","5,2","0","ND","20,4","0","-2,7","0","","","ND","","","ND","","","","","ND","384,3","0,0"
"-92,115","62,811","RANKIN INLET A","2303405","NU","6,4","1","ND","20,8","1","-1,1","1","6,4","0","ND","8,8","0","ND","","3","","","ND","337,4","0,0"
"-102,429","65,100","ROBERTSON LAKE (AUT)","2303610","NU","6,8","1","ND","21,4","1","-2,4","1","","","ND","72,3","0","ND","1,0","12","","","ND","326,0","0,0"
"-79,250","56,537","SANIKILUAQ A","2303660","NU","5,0","1","ND","21,1","1","-2,7","1","","","ND","","","ND","","","","","ND","377,6","0,0"
"-79,260","56,537","SANIKILUAQ","2303668","NU","4,9","3","ND","21,2","3","-2,7","3","","","ND","22,0","3","ND","","6","","","ND","353,3","0,0"
"-111,246","65,755","LUPIN CS","230N002","NU","7,1","11","ND","21,6","11","-5,0","10","","","ND","7,3","10","ND","","3","","","ND","208,0","0,0"
"-62,333","82,500","ALERT CLIMATE","2400305","NU","-2,0","0","ND","5,8","0","-8,2","0","","","ND","38,2","0","ND","","13","","","ND","600,3","0,0"
"-62,333","82,500","ALERT UA","2400306","NU","","","ND","","","","","33,0","0","ND","24,2","0","ND","32,0","8","","","ND","",""
"-85,047","73,006","ARCTIC BAY","2400399","NU","3,3","0","ND","12,8","0","-2,8","0","","","ND","","","ND","","","","","ND","440,9","0,0"
"-85,012","72,993","ARCTIC BAY CS","2400404","NU","2,8","14","ND","10,1","14","-2,5","14","","","ND","0,1","14","ND","","0","","","ND","242,6","0,0"
"-64,033","67,547","QIKIQTARJUAQ CLIMATE","2400573","NU","0,6","5","ND","11,1","5","-6,4","5","","","ND","28,1","5","ND","","5","","","ND","436,0","0,0"
"-64,032","67,547","QIKIQTARJUAQ A","2400577","NU","0,3","2","ND","11,2","2","-6,1","2","","","ND","22,3","2","ND","","3","","","ND","495,1","0,0"
"-105,137","69,108","CAMBRIDGE BAY A","2400601","NU","3,9","9","ND","14,5","9","-1,7","9","0,0","9","ND","7,4","9","ND","","2","","","ND","295,4","0,0"
"-105,138","69,108","CAMBRIDGE BAY GSN","2400602","NU","5,2","10","ND","15,0","10","-1,3","10","","","ND","10,3","10","ND","","3","","","ND","256,1","0,0"
"-105,137","69,108","CAMBRIDGE BAY A","2400603","NU","4,5","0","ND","15,4","0","-1,7","0","","","ND","","","ND","","","","","ND","404,1","0,0"
"-76,530","64,231","KINNGAIT","2400636","NU","4,0","6","ND","17,8","6","-2,3","6","","","ND","6,4","6","ND","","3","","","ND","335,7","0,0"
"-76,525","64,230","KINNGAIT AIRPORT","2400637","NU","3,9","5","ND","16,3","5","-2,1","5","","","ND","5,6","5","ND","","1","","","ND","352,4","0,0"
"-78,293","73,668","CAPE LIVERPOOL","2400675","NU","0,4","3","ND","9,2","3","-6,0","3","","","ND","3,2","7","ND","","1","","","ND","475,3","0,0"
"-68,517","70,483","CLYDE RIVER CLIMATE","2400802","NU","1,9","11","ND","12,3","11","-3,8","11","","","ND","0,0","11","ND","","0","","","ND","305,8","0,0"
"-68,517","70,486","CLYDE RIVER A","2400804","NU","0,9","0","ND","12,1","0","-4,1","0","","","ND","0,2","0","ND","","0","","","ND","512,9","0,0"
"-85,934","79,989","EUREKA CLIMATE","2401199","NU","1,8","0","ND","9,6","0","-4,6","0","","","ND","4,7","0","ND","","1","","","ND","485,8","0,0"
"-85,812","79,994","EUREKA A","2401208","NU","3,4","7","ND","11,3","7","-4,1","7","","","ND","","","ND","","","","","ND","336,5","0,0"
"-94,198","72,018","FORT ROSS","2402051","NU","2,3","0","ND","11,6","0","-4,6","0","","","ND","3,6","1","ND","","0","","","ND","471,2","0,0"
