"Long","Lat","Nom","ID_Clim","Prov_ou_ter","Tm","JsTm","D","Tx","JsTx","Tn","JsTn","S","JsS","%NS","P","JsP","%NP","Sas","Pd","DIE","JsIE","%IE","DJC","DJR"
"-114,483","53,167","BRETON","3010815","AB","","","ND","","","","","1,2","1","ND","31,6","1","ND","0,0","7","","","ND","",""
"-112,817","53,050","CAMROSE","3011240","AB","5,6","1","1,1","22,3","1","-9,1","1","","","ND","2,7","1","ND","0,0","1","","","ND","360,7","0,0"
"-111,449","52,074","CORONATION CLIMATE","3011887","AB","4,8","3","ND","21,0","3","-11,0","3","","","ND","9,3","3","ND","0,0","3","","","ND","355,7","0,0"
"-113,950","52,750","DAKOTA WEST","3011953","AB","6,6","0","2,4","22,0","0","-9,0","0","22,0","0","205,0","42,4","0","174,0","0,0","8","","","ND","341,1","0,0"
"-113,606","53,307","EDMONTON INTERNATIONAL CS","3012206","AB","6,0","1","ND","22,2","1","-7,3","1","","","ND","11,3","1","ND","","4","","","ND","347,3","0,0"
"-113,517","53,573","EDMONTON BLATCHFORD","3012209","AB","7,2","1","ND","22,7","1","-7,4","1","","","ND","4,9","1","ND","","1","","","ND","314,3","0,0"
"-113,579","53,310","EDMONTON INTL A","3012216","AB","5,8","0","ND","22,1","0","-7,8","0","0,0","0","ND","12,8","0","ND","","4","","","ND","367,1","0,0"
"-113,856","53,668","EDMONTON VILLENEUVE A","3012229","AB","5,9","0","ND","21,6","0","-10,1","0","","","ND","16,9","0","ND","","4","","","ND","363,7","0,0"
"-114,108","53,548","EDMONTON STONY PLAIN","301222F","AB","6,2","12","1,3","16,5","12","-8,0","12","0,0","12","ND","13,0","12","ND","0,0","3","","","ND","211,6","0,0"
"-112,868","53,683","ELK ISLAND NAT PARK","3012275","AB","5,3","2","1,1","20,8","2","-14,2","2","","","ND","7,7","2","ND","","3","","","ND","356,0","0,0"
"-111,000","52,967","FABYAN","3012515","AB","3,9","0","-0,1","22,5","0","-15,5","0","1,0","0","10,0","6,2","0","23,0","0,0","3","","","ND","423,6","0,0"
"-113,183","53,717","FORT SASKATCHEWAN","3012710","AB","8,6","23","3,6","22,5","23","-4,0","21","0,0","21","ND","2,0","21","ND","","1","","","ND","66,1","0,0"
