"Long","Lat","Nom","ID_Clim","Prov_ou_ter","Tm","JsTm","D","Tx","JsTx","Tn","JsTn","S","JsS","%NS","P","JsP","%NP","Sas","Pd","DIE","JsIE","%IE","DJC","DJR"
"-114,483","53,167","BRETON","3010815","AB","","","ND","","","","","0,0","0","ND","81,8","0","ND","0,0","12","","","ND","",""
"-112,817","53,050","CAMROSE","3011240","AB","14,7","1","0,3","25,7","1","1,5","1","","","ND","52,0","1","ND","","7","","","ND","96,2","0,8"
"-111,449","52,074","CORONATION CLIMATE","3011887","AB","14,4","4","ND","27,1","4","1,1","4","","","ND","108,6","4","ND","","10","","","ND","94,0","0,0"
"-113,950","52,750","DAKOTA WEST","3011953","AB","14,6","0","0,9","28,5","0","0,0","0","0,0","0","ND","81,2","0","88,0","0,0","11","","","ND","102,5","1,3"
"-113,606","53,307","EDMONTON INTERNATIONAL CS","3012206","AB","14,1","4","ND","26,0","4","0,8","4","","","ND","71,4","4","ND","","10","","","ND","102,3","0,3"
"-113,517","53,573","EDMONTON BLATCHFORD","3012209","AB","15,9","1","ND","27,0","1","3,1","1","","","ND","71,7","1","ND","","8","","","ND","68,7","7,3"
"-113,579","53,310","EDMONTON INTL A","3012216","AB","14,2","0","ND","26,0","0","0,9","0","0,0","0","ND","81,6","0","ND","","13","","","ND","115,5","0,4"
"-113,856","53,668","EDMONTON VILLENEUVE A","3012229","AB","14,6","0","ND","26,2","0","1,7","0","","","ND","69,1","0","ND","","8","","","ND","105,5","2,0"
"-114,108","53,548","EDMONTON STONY PLAIN","301222F","AB","15,5","13","0,8","26,0","13","5,5","13","0,0","13","ND","45,0","13","ND","0,0","6","","","ND","48,3","5,1"
"-112,868","53,683","ELK ISLAND NAT PARK","3012275","AB","14,3","2","-0,3","25,6","2","1,8","2","","","ND","72,0","2","ND","","9","","","ND","104,5","0,4"
"-111,000","52,967","FABYAN","3012515","AB","14,1","0","-0,5","26,0","0","0,5","0","0,0","0","ND","39,6","0","58,0","0,0","10","","","ND","117,2","0,3"
"-113,183","53,717","FORT SASKATCHEWAN","3012710","AB","11,3","29","-3,7","16,0","29","6,5","28","0,0","28","ND","2,2","28","ND","","1","","","ND","6,7","0,0"
"-110,073","53,309","LLOYDMINSTER","3013959","AB","14,5","0","ND","26,0","0","1,6","0","","","ND","0,0","16","ND","","0","","","ND","109,6","4,2"
"-110,073","53,309","LLOYDMINSTER A","3013961","AB","14,6","0","0,0","26,0","0","1,5","0","0,0","0","ND","68,4","0","97,0","0,0","8","","","ND","106,0","4,1"
"-50,000","40,000","MOBILE UPPER AIR STATION-EDMONTON","3014580","AB","13,7","18","ND","27,7","18","-0,2","18","","","ND","7,8","18","ND","","2","","","ND","52,6","1,4"
"-110,550","52,017","MONITOR","3014600","AB","","","ND","","","","","0,0","1","ND","85,8","1","ND","0,0","11","","","ND","",""
"-111,726","53,425","RANFURLY AUTO","3015401","AB","14,7","1","ND","26,3","1","2,4","1","","","ND","58,9","1","ND","","8","","","ND","96,6","2,0"
"-114,912","52,421","ROCKY MTN HOUSE (AUT)","3015523","AB","12,4","1","ND","26,1","1","-1,7","1","","","ND","70,6","1","ND","","10","","","ND","162,8","0,0"
"-113,033","53,500","UNCAS","3016650","AB","","","ND","","","","","0,0","0","ND","90,2","0","ND","0,0","8","","","ND","",""
"-112,098","53,505","VEGREVILLE","3016GF0","AB","14,9","0","0,5","26,6","0","1,5","0","","","ND","74,5","0","123,0","","7","","","ND","95,1","1,7"
"-114,108","53,547","EDMONTON STONY PLAIN CS","301A001","AB","14,9","3","ND","25,7","3","4,8","3","","","ND","63,6","3","ND","","8","","","ND","86,2","2,8"
"-110,206","51,670","ESTHER 1","301B460","AB","15,5","2","ND","28,1","2","0,9","2","","","ND","100,1","2","ND","","10","","","ND","78,1","8,1"
"-111,096","52,829","WAINWRIGHT CFB AIRFIELD 21","301S001","AB","15,3","1","ND","26,8","1","1,3","1","","","ND","56,6","1","ND","","9","","","ND","82,3","5,2"
"-112,677","51,445","DRUMHELLER EAST","30221LG","AB","16,6","2","ND","28,6","2","3,8","2","","","ND","37,1","2","ND","","5","","","ND","46,6","7,9"
