"Long","Lat","Nom","ID_Clim","Prov_ou_ter","Tm","JsTm","D","Tx","JsTx","Tn","JsTn","S","JsS","%NS","P","JsP","%NP","Sas","Pd","DIE","JsIE","%IE","DJC","DJR"
"-135,006","68,223","AKLAVIK A","2200105","NT","20,0","2","ND","30,3","2","11,0","2","","","ND","","","ND","","","","","ND","7,7","64,4"
"-124,717","70,167","CAPE PARRY A","2200675","NT","9,7","1","ND","20,7","1","-0,2","1","","","ND","","","ND","","","","","ND","248,0","0,0"
"-126,123","67,021","COLVILLE LAKE","2200824","NT","","","ND","","","","","","","ND","25,8","21","ND","","7","","","ND","",""
"-126,129","67,021","COLVILLE LAKE A","2200827","NT","20,2","0","ND","30,2","0","12,5","0","","","ND","24,2","0","ND","","3","","","ND","1,5","70,1"
"-123,433","65,209","DELINE CS","2201022","NT","16,5","0","ND","31,3","0","6,1","0","","","ND","3,1","0","ND","","2","","","ND","57,7","11,8"
"-123,436","65,211","DELINE A","2201023","NT","16,6","0","ND","31,2","0","6,2","0","","","ND","","","ND","","","","","ND","57,4","12,8"
"-124,468","61,257","DEADMEN VALLEY","22010H0","NT","18,8","2","ND","36,2","2","6,4","2","","","ND","102,4","2","ND","","7","","","ND","14,8","37,9"
"-128,648","66,241","FORT GOOD HOPE A","2201406","NT","20,5","18","ND","31,1","18","10,9","18","","","ND","","","ND","","","","","ND","0,0","32,0"
"-128,644","66,242","FORT GOOD HOPE CS","2201450","NT","21,2","0","ND","37,4","0","10,8","0","","","ND","9,8","0","ND","0,0","4","","","ND","0,0","99,3"
"-123,467","60,233","FORT LIARD","2201579","NT","19,3","3","ND","34,8","3","8,4","3","","","ND","152,0","3","ND","","9","","","ND","10,2","45,5"
"-123,470","60,236","FORT LIARD A","2201581","NT","19,2","5","ND","34,5","5","8,4","5","","","ND","","","ND","","","","","ND","9,4","41,5"
"-134,860","67,407","FORT MCPHERSON A","2201606","NT","20,7","1","ND","32,1","1","11,3","1","","","ND","","","ND","","","","","ND","10,5","91,5"
"-125,569","64,910","TULITA A","2201705","NT","21,0","0","ND","36,9","0","12,3","0","","","ND","","","ND","","","","","ND","0,3","92,8"
"-117,602","61,317","FORT PROVIDENCE","2201799","NT","19,0","0","ND","31,5","0","6,5","0","","","ND","","","ND","","","","","ND","5,7","36,8"
"-109,168","62,711","FORT RELIANCE (AUT)","2201903","NT","17,4","0","ND","28,1","0","6,3","0","","","ND","","","ND","","","","","ND","38,7","21,5"
"-113,690","61,181","FORT RESOLUTION A","2202010","NT","17,7","2","ND","29,4","2","2,8","2","","","ND","","","ND","","","","","ND","29,6","21,6"
"-121,237","61,760","FORT SIMPSON CLIMATE","2202102","NT","19,9","0","ND","33,1","0","9,4","0","","","ND","25,0","0","ND","","4","","","ND","7,6","66,3"
"-121,237","61,760","FORT SIMPSON A","2202103","NT","19,9","11","ND","33,8","11","9,7","11","0,0","5","ND","26,4","5","ND","","4","","","ND","3,4","41,1"
"-121,237","61,760","FORT SIMPSON A","2202104","NT","20,1","0","ND","33,8","0","9,7","0","","","ND","","","ND","","","","","ND","5,5","71,3"
"-111,962","60,020","FORT SMITH A","2202201","NT","18,4","7","ND","29,1","7","5,1","7","0,0","2","ND","7,4","2","ND","","3","","","ND","14,8","25,0"
"-111,929","60,026","FORT SMITH CLIMATE","2202202","NT","18,0","0","ND","28,9","0","3,8","0","","","ND","7,1","0","ND","","2","","","ND","22,7","24,1"
"-111,962","60,020","FORT SMITH A","2202203","NT","18,3","0","ND","29,1","0","5,1","0","","","ND","","","ND","","","","","ND","18,9","28,6"
"-105,133","63,600","HANBURY RIVER","2202351","NT","16,3","2","ND","32,7","2","3,1","2","","","ND","26,4","1","ND","","4","","","ND","66,0","17,2"
