"Long","Lat","Nom","ID_Clim","Prov_ou_ter","Tm","JsTm","D","Tx","JsTx","Tn","JsTn","S","JsS","%NS","P","JsP","%NP","Sas","Pd","DIE","JsIE","%IE","DJC","DJR"
"-99,292","49,276","BALDUR","5010140","MB","17,2","3","1,0","31,0","2","5,0","1","0,0","0","ND","36,2","0","39,0","0,0","7","","","ND","43,7","22,7"
"-99,952","49,910","BRANDON MUNI A","5010481","MB","16,3","3","ND","31,6","3","3,7","3","0,0","19","ND","35,1","3","ND","","7","","","ND","61,0","14,7"
"-99,950","49,900","BRANDON RCS","5010490","MB","16,5","2","ND","32,5","2","4,3","2","","","ND","32,3","2","ND","","7","","","ND","59,6","16,3"
"-99,357","49,906","CARBERRY CS","5010547","MB","16,9","3","ND","31,6","3","4,0","3","","","ND","29,0","3","ND","","5","","","ND","47,6","16,6"
"-99,074","49,562","CYPRESS RIVER RCS","5010641","MB","17,3","1","ND","31,3","1","4,1","1","","","ND","32,3","1","ND","","6","","","ND","48,9","27,5"
"-101,203","49,927","ELKHORN 2 EAST","5010QFQ","MB","16,4","4","0,4","29,0","4","5,0","4","0,0","4","ND","27,6","4","ND","0,0","6","","","ND","55,4","13,0"
"-98,300","49,983","PORTAGE ROMANCE","5012300","MB","","","ND","","","","","0,0","0","ND","17,0","0","ND","0,0","5","","","ND","",""
"-98,276","49,958","PORTAGE LA PRAIRIE CDA","5012321","MB","","","ND","","","","","0,0","24","ND","13,2","24","ND","","4","","","ND","",""
"-98,284","49,903","PORTAGE SOUTHPORT","5012324","MB","17,7","1","ND","32,4","1","4,1","1","","","ND","39,7","1","ND","","6","","","ND","41,9","33,0"
"-101,363","51,183","ROBLIN","5012469","MB","15,7","4","ND","32,3","4","1,2","4","","","ND","51,0","4","ND","","9","","","ND","70,5","9,6"
"-100,604","50,455","SHOAL LAKE CS","5012654","MB","15,8","3","ND","32,1","3","4,4","3","","","ND","19,9","3","ND","","4","","","ND","72,7","12,8"
"-100,934","49,842","VIRDEN WATER","5012961","MB","17,0","0","ND","33,0","0","6,0","0","0,0","0","ND","44,8","0","ND","0,0","9","","","ND","53,5","22,5"
