Province,Annee,Mois,PrecipitationMoyenne,NombreStations,FichierSource
MB,2025,2,10.04776119402985,67,fr_climat_sommaires_MB_02-2025.csv
MB,2025,3,11.3,68,fr_climat_sommaires_MB_03-2025.csv
MB,2025,4,14.466666666666665,69,fr_climat_sommaires_MB_04-2025.csv
MB,2025,5,32.60434782608696,69,fr_climat_sommaires_MB_05-2025.csv
MB,2025,6,37.56818181818182,66,fr_climat_sommaires_MB_06-2025.csv
MB,2025,7,39.31739130434782,69,fr_climat_sommaires_MB_07-2025.csv
MB,2025,8,72.24328358208955,67,fr_climat_sommaires_MB_08-2025.csv
MB,2025,9,46.08939393939394,66,fr_climat_sommaires_MB_09-2025.csv
MB,2025,10,70.25223880597014,67,fr_climat_sommaires_MB_10-2025.csv
MB,2025,11,8.659701492537314,67,fr_climat_sommaires_MB_11-2025.csv
MB,2025,12,28.451470588235296,68,fr_climat_sommaires_MB_12-2025.csv
NB,2000,1,126.57647058823531,51,fr_climat_sommaires_NB_01-2000.csv
NB,2000,2,59.378431372549024,51,fr_climat_sommaires_NB_02-2000.csv
NB,2000,3,93.74117647058824,51,fr_climat_sommaires_NB_03-2000.csv
NB,2000,4,121.64117647058823,51,fr_climat_sommaires_NB_04-2000.csv
NB,2000,5,103.54423076923078,52,fr_climat_sommaires_NB_05-2000.csv
NB,2000,6,58.36666666666667,54,fr_climat_sommaires_NB_06-2000.csv
NB,2000,7,79.03703703703704,54,fr_climat_sommaires_NB_07-2000.csv
NB,2000,8,72.93272727272729,55,fr_climat_sommaires_NB_08-2000.csv
NB,2000,9,76.92545454545456,55,fr_climat_sommaires_NB_09-2000.csv
NB,2000,10,110.65555555555557,54,fr_climat_sommaires_NB_10-2000.csv
NB,2000,11,98.30185185185185,54,fr_climat_sommaires_NB_11-2000.csv
NB,2000,12,101.89999999999999,53,fr_climat_sommaires_NB_12-2000.csv
NB,2001,1,57.6530612244898,49,fr_climat_sommaires_NB_01-2001.csv
NB,2001,2,79.71249999999999,48,fr_climat_sommaires_NB_02-2001.csv
NB,2001,3,83.2627450980392,51,fr_climat_sommaires_NB_03-2001.csv
NB,2001,4,48.54150943396227,53,fr_climat_sommaires_NB_04-2001.csv
NB,2001,5,100.37692307692308,52,fr_climat_sommaires_NB_05-2001.csv
NB,2001,6,82.5265306122449,49,fr_climat_sommaires_NB_06-2001.csv
NB,2001,7,72.42083333333333,48,fr_climat_sommaires_NB_07-2001.csv
NB,2001,8,47.434,50,fr_climat_sommaires_NB_08-2001.csv
NB,2001,9,71.50000000000001,47,fr_climat_sommaires_NB_09-2001.csv
NB,2001,10,74.8906976744186,43,fr_climat_sommaires_NB_10-2001.csv
NB,2001,11,82.56744186046512,43,fr_climat_sommaires_NB_11-2001.csv
NB,2001,12,38.18636363636364,44,fr_climat_sommaires_NB_12-2001.csv
NB,2002,1,79.9,44,fr_climat_sommaires_NB_01-2002.csv
NB,2002,2,96.53777777777779,45,fr_climat_sommaires_NB_02-2002.csv
NB,2002,3,87.46444444444445,45,fr_climat_sommaires_NB_03-2002.csv
NB,2002,4,116.0088888888889,45,fr_climat_sommaires_NB_04-2002.csv
NB,2002,5,81.7642857142857,42,fr_climat_sommaires_NB_05-2002.csv
NB,2002,6,67.03777777777778,45,fr_climat_sommaires_NB_06-2002.csv
NB,2002,7,122.55454545454546,44,fr_climat_sommaires_NB_07-2002.csv
NB,2002,8,51.85681818181818,44,fr_climat_sommaires_NB_08-2002.csv
NB,2002,9,138.9659090909091,44,fr_climat_sommaires_NB_09-2002.csv
NB,2002,10,69.0953488372093,43,fr_climat_sommaires_NB_10-2002.csv
NB,2002,11,146.29761904761904,42,fr_climat_sommaires_NB_11-2002.csv
NB,2002,12,96.98,40,fr_climat_sommaires_NB_12-2002.csv
NB,2003,1,47.08636363636364,44,fr_climat_sommaires_NB_01-2003.csv
NB,2003,2,93.30999999999999,40,fr_climat_sommaires_NB_02-2003.csv
NB,2003,3,134.88974358974363,39,fr_climat_sommaires_NB_03-2003.csv
NB,2003,4,60.5175,40,fr_climat_sommaires_NB_04-2003.csv
NB,2003,5,86.00952380952381,42,fr_climat_sommaires_NB_05-2003.csv
NB,2003,6,91.18809523809523,42,fr_climat_sommaires_NB_06-2003.csv
NB,2003,7,100.41162790697673,43,fr_climat_sommaires_NB_07-2003.csv
NB,2003,8,99.67045454545455,44,fr_climat_sommaires_NB_08-2003.csv
NB,2003,9,52.377272727272725,44,fr_climat_sommaires_NB_09-2003.csv
NB,2003,10,196.52999999999997,40,fr_climat_sommaires_NB_10-2003.csv
NB,2003,11,84.15348837209304,43,fr_climat_sommaires_NB_11-2003.csv
NB,2003,12,117.25476190476188,42,fr_climat_sommaires_NB_12-2003.csv
NB,2004,1,46.65714285714286,42,fr_climat_sommaires_NB_01-2004.csv
NB,2004,2,35.918604651162795,43,fr_climat_sommaires_NB_02-2004.csv
NB,2004,3,69.05000000000001,42,fr_climat_sommaires_NB_03-2004.csv
NB,2004,4,94.8952380952381,21,fr_climat_sommaires_NB_04-2004.csv
NB,2004,5,53.93333333333333,42,fr_climat_sommaires_NB_05-2004.csv
NB,2004,6,80.25853658536585,41,fr_climat_sommaires_NB_06-2004.csv
NB,2004,7,75.92439024390244,41,fr_climat_sommaires_NB_07-2004.csv
NB,2004,8,129.56585365853658,41,fr_climat_sommaires_NB_08-2004.csv
NB,2004,9,72.375,24,fr_climat_sommaires_NB_09-2004.csv
NB,2004,10,70.75714285714285,21,fr_climat_sommaires_NB_10-2004.csv
NB,2004,11,103.1425,40,fr_climat_sommaires_NB_11-2004.csv
NB,2004,12,108.28780487804879,41,fr_climat_sommaires_NB_12-2004.csv
NB,2005,1,60.64000000000001,40,fr_climat_sommaires_NB_01-2005.csv
NB,2005,2,47.792307692307695,39,fr_climat_sommaires_NB_02-2005.csv
NB,2005,3,115.24090909090911,22,fr_climat_sommaires_NB_03-2005.csv
NB,2005,4,126.64615384615387,39,fr_climat_sommaires_NB_04-2005.csv
NB,2005,5,135.06153846153848,26,fr_climat_sommaires_NB_05-2005.csv
NB,2005,6,60.526923076923076,26,fr_climat_sommaires_NB_06-2005.csv
NB,2005,7,78.47307692307692,26,fr_climat_sommaires_NB_07-2005.csv
NB,2005,8,98.23548387096777,31,fr_climat_sommaires_NB_08-2005.csv
NB,2005,9,110.332,25,fr_climat_sommaires_NB_09-2005.csv
NB,2005,10,201.92916666666667,24,fr_climat_sommaires_NB_10-2005.csv
NB,2005,11,144.6777777777778,36,fr_climat_sommaires_NB_11-2005.csv
NB,2005,12,127.01714285714284,35,fr_climat_sommaires_NB_12-2005.csv
NB,2006,1,88.25555555555556,36,fr_climat_sommaires_NB_01-2006.csv
NB,2006,2,65.45277777777778,36,fr_climat_sommaires_NB_02-2006.csv
NB,2006,3,29.596969696969698,33,fr_climat_sommaires_NB_03-2006.csv
NB,2006,4,72.91612903225808,31,fr_climat_sommaires_NB_04-2006.csv
NB,2006,5,97.99117647058823,34,fr_climat_sommaires_NB_05-2006.csv
NB,2006,6,156.32,30,fr_climat_sommaires_NB_06-2006.csv
NB,2006,7,120.46129032258062,31,fr_climat_sommaires_NB_07-2006.csv
NB,2006,8,62.880645161290325,31,fr_climat_sommaires_NB_08-2006.csv
NB,2006,9,70.54516129032258,31,fr_climat_sommaires_NB_09-2006.csv
NB,2006,10,179.63103448275862,29,fr_climat_sommaires_NB_10-2006.csv
NB,2006,11,122.00344827586206,29,fr_climat_sommaires_NB_11-2006.csv
NB,2006,12,71.96206896551725,29,fr_climat_sommaires_NB_12-2006.csv
NB,2007,1,93.803125,32,fr_climat_sommaires_NB_01-2007.csv
NB,2007,2,38.10625,32,fr_climat_sommaires_NB_02-2007.csv
NB,2007,3,88.00625,32,fr_climat_sommaires_NB_03-2007.csv
NB,2007,4,90.97096774193548,31,fr_climat_sommaires_NB_04-2007.csv
NB,2007,5,76.1,32,fr_climat_sommaires_NB_05-2007.csv
NB,2007,6,84.021875,32,fr_climat_sommaires_NB_06-2007.csv
NB,2007,7,97.71515151515152,33,fr_climat_sommaires_NB_07-2007.csv
NB,2007,8,85.85625,32,fr_climat_sommaires_NB_08-2007.csv
NB,2007,9,74.45625,32,fr_climat_sommaires_NB_09-2007.csv
NB,2007,10,75.48709677419353,31,fr_climat_sommaires_NB_10-2007.csv
NB,2007,11,156.49354838709678,31,fr_climat_sommaires_NB_11-2007.csv
NB,2007,12,97.57419354838709,31,fr_climat_sommaires_NB_12-2007.csv
NB,2008,1,93.76333333333334,30,fr_climat_sommaires_NB_01-2008.csv
NB,2008,2,131.78333333333333,30,fr_climat_sommaires_NB_02-2008.csv
NB,2008,3,113.97741935483872,31,fr_climat_sommaires_NB_03-2008.csv
NB,2008,4,51.272222222222226,36,fr_climat_sommaires_NB_04-2008.csv
NB,2008,5,67.76666666666667,36,fr_climat_sommaires_NB_05-2008.csv
NB,2008,6,100.46944444444446,36,fr_climat_sommaires_NB_06-2008.csv
NB,2008,7,91.9108108108108,37,fr_climat_sommaires_NB_07-2008.csv
NB,2008,8,110.9054054054054,37,fr_climat_sommaires_NB_08-2008.csv
NB,2008,9,124.64210526315792,38,fr_climat_sommaires_NB_09-2008.csv
NB,2008,10,116.23714285714284,35,fr_climat_sommaires_NB_10-2008.csv
NB,2008,11,125.91621621621623,37,fr_climat_sommaires_NB_11-2008.csv
NB,2008,12,148.40555555555554,36,fr_climat_sommaires_NB_12-2008.csv
NB,2009,1,74.45833333333334,36,fr_climat_sommaires_NB_01-2009.csv
NB,2009,2,79.10833333333333,36,fr_climat_sommaires_NB_02-2009.csv
NB,2009,3,62.90277777777778,36,fr_climat_sommaires_NB_03-2009.csv
NB,2009,4,102.89722222222221,36,fr_climat_sommaires_NB_04-2009.csv
NB,2009,5,109.72702702702703,37,fr_climat_sommaires_NB_05-2009.csv
NB,2009,6,115.56944444444444,36,fr_climat_sommaires_NB_06-2009.csv
NB,2009,7,148.8,36,fr_climat_sommaires_NB_07-2009.csv
NB,2009,8,96.29411764705881,34,fr_climat_sommaires_NB_08-2009.csv
NB,2009,9,62.900000000000006,36,fr_climat_sommaires_NB_09-2009.csv
NB,2009,10,176.4727272727273,33,fr_climat_sommaires_NB_10-2009.csv
NB,2009,11,74.26774193548387,31,fr_climat_sommaires_NB_11-2009.csv
NB,2009,12,92.13529411764705,34,fr_climat_sommaires_NB_12-2009.csv
NB,2010,1,70.45333333333333,30,fr_climat_sommaires_NB_01-2010.csv
NB,2010,2,55.90666666666665,30,fr_climat_sommaires_NB_02-2010.csv
NB,2010,3,82.61379310344827,29,fr_climat_sommaires_NB_03-2010.csv
NB,2010,4,39.686666666666675,30,fr_climat_sommaires_NB_04-2010.csv
NB,2010,5,56.133333333333326,30,fr_climat_sommaires_NB_05-2010.csv
NB,2010,6,136.11333333333334,30,fr_climat_sommaires_NB_06-2010.csv
NB,2010,7,98.97666666666666,30,fr_climat_sommaires_NB_07-2010.csv
NB,2010,8,37.529999999999994,30,fr_climat_sommaires_NB_08-2010.csv
NB,2010,9,131.90333333333334,30,fr_climat_sommaires_NB_09-2010.csv
NB,2010,10,126.63448275862069,29,fr_climat_sommaires_NB_10-2010.csv
NB,2010,11,149.54516129032257,31,fr_climat_sommaires_NB_11-2010.csv
NB,2010,12,156.28064516129032,31,fr_climat_sommaires_NB_12-2010.csv
NB,2011,1,72.91290322580645,31,fr_climat_sommaires_NB_01-2011.csv
NB,2011,2,94.11999999999999,30,fr_climat_sommaires_NB_02-2011.csv
NB,2011,3,75.43870967741937,31,fr_climat_sommaires_NB_03-2011.csv
NB,2011,4,90.24333333333333,30,fr_climat_sommaires_NB_04-2011.csv
NB,2011,5,139.2516129032258,31,fr_climat_sommaires_NB_05-2011.csv
NB,2011,6,115.89677419354841,31,fr_climat_sommaires_NB_06-2011.csv
NB,2011,7,122.65333333333334,30,fr_climat_sommaires_NB_07-2011.csv
NB,2011,8,133.89333333333335,30,fr_climat_sommaires_NB_08-2011.csv
NB,2011,9,54.85714285714287,28,fr_climat_sommaires_NB_09-2011.csv
NB,2011,10,106.23703703703704,27,fr_climat_sommaires_NB_10-2011.csv
NB,2011,11,74.66666666666667,27,fr_climat_sommaires_NB_11-2011.csv
NB,2011,12,100.61428571428571,28,fr_climat_sommaires_NB_12-2011.csv
NB,2012,1,70.93000000000002,30,fr_climat_sommaires_NB_01-2012.csv
NB,2012,2,70.86206896551724,29,fr_climat_sommaires_NB_02-2012.csv
NB,2012,3,42.93333333333333,30,fr_climat_sommaires_NB_03-2012.csv
NB,2012,4,96.33448275862068,29,fr_climat_sommaires_NB_04-2012.csv
NB,2012,5,84.81666666666666,30,fr_climat_sommaires_NB_05-2012.csv
NB,2012,6,107.046875,32,fr_climat_sommaires_NB_06-2012.csv
NB,2012,7,46.62333333333333,30,fr_climat_sommaires_NB_07-2012.csv
NB,2012,8,65.97333333333334,30,fr_climat_sommaires_NB_08-2012.csv
NB,2012,9,134.51000000000002,30,fr_climat_sommaires_NB_09-2012.csv
NB,2012,10,149.3222222222222,27,fr_climat_sommaires_NB_10-2012.csv
NB,2012,11,33.15714285714286,28,fr_climat_sommaires_NB_11-2012.csv
NB,2012,12,114.71785714285716,28,fr_climat_sommaires_NB_12-2012.csv
NB,2013,1,33.53333333333333,30,fr_climat_sommaires_NB_01-2013.csv
NB,2013,2,74.78571428571429,28,fr_climat_sommaires_NB_02-2013.csv
NB,2013,3,75.65862068965518,29,fr_climat_sommaires_NB_03-2013.csv
NB,2013,4,58.1448275862069,29,fr_climat_sommaires_NB_04-2013.csv
NB,2013,5,126.82666666666668,30,fr_climat_sommaires_NB_05-2013.csv
NB,2013,6,134.1709677419355,31,fr_climat_sommaires_NB_06-2013.csv
NB,2013,7,144.61333333333332,30,fr_climat_sommaires_NB_07-2013.csv
NB,2013,8,87.73125,32,fr_climat_sommaires_NB_08-2013.csv
NB,2013,9,128.65588235294118,34,fr_climat_sommaires_NB_09-2013.csv
NB,2013,10,53.984375,32,fr_climat_sommaires_NB_10-2013.csv
NB,2013,11,97.90967741935485,31,fr_climat_sommaires_NB_11-2013.csv
NB,2013,12,117.57096774193548,31,fr_climat_sommaires_NB_12-2013.csv
NB,2014,1,107.54333333333334,30,fr_climat_sommaires_NB_01-2014.csv
NB,2014,2,97.50333333333334,30,fr_climat_sommaires_NB_02-2014.csv
NB,2014,3,116.31724137931036,29,fr_climat_sommaires_NB_03-2014.csv
NB,2014,4,86.41428571428571,28,fr_climat_sommaires_NB_04-2014.csv
NB,2014,5,81.92758620689654,29,fr_climat_sommaires_NB_05-2014.csv
NB,2014,6,138.0896551724138,29,fr_climat_sommaires_NB_06-2014.csv
NB,2014,7,152.9642857142857,28,fr_climat_sommaires_NB_07-2014.csv
NB,2014,8,98.39285714285714,28,fr_climat_sommaires_NB_08-2014.csv
NB,2014,9,56.42857142857144,28,fr_climat_sommaires_NB_09-2014.csv
NB,2014,10,130.2344827586207,29,fr_climat_sommaires_NB_10-2014.csv
NB,2014,11,123.41333333333334,30,fr_climat_sommaires_NB_11-2014.csv
NB,2014,12,193.9241379310345,29,fr_climat_sommaires_NB_12-2014.csv
NB,2015,1,106.18000000000002,30,fr_climat_sommaires_NB_01-2015.csv
NB,2015,2,82.07096774193548,31,fr_climat_sommaires_NB_02-2015.csv
NB,2015,3,51.72580645161291,31,fr_climat_sommaires_NB_03-2015.csv
NB,2015,4,94.51290322580645,31,fr_climat_sommaires_NB_04-2015.csv
NB,2015,5,63.20645161290322,31,fr_climat_sommaires_NB_05-2015.csv
NB,2015,6,130.53870967741935,31,fr_climat_sommaires_NB_06-2015.csv
NB,2015,7,61.33333333333333,30,fr_climat_sommaires_NB_07-2015.csv
NB,2015,8,82.6,30,fr_climat_sommaires_NB_08-2015.csv
NB,2015,9,171.47333333333333,30,fr_climat_sommaires_NB_09-2015.csv
NB,2015,10,87.43225806451613,31,fr_climat_sommaires_NB_10-2015.csv
NB,2015,11,85.66000000000003,30,fr_climat_sommaires_NB_11-2015.csv
NB,2015,12,133.91,30,fr_climat_sommaires_NB_12-2015.csv
NB,2016,1,54.768965517241384,29,fr_climat_sommaires_NB_01-2016.csv
NB,2016,2,120.22000000000001,30,fr_climat_sommaires_NB_02-2016.csv
NB,2016,3,105.17586206896553,29,fr_climat_sommaires_NB_03-2016.csv
NB,2016,4,57.431034482758626,29,fr_climat_sommaires_NB_04-2016.csv
NB,2016,5,81.83103448275861,29,fr_climat_sommaires_NB_05-2016.csv
NB,2016,6,109.48965517241379,29,fr_climat_sommaires_NB_06-2016.csv
NB,2016,7,82.04137931034482,29,fr_climat_sommaires_NB_07-2016.csv
NB,2016,8,105.92142857142859,28,fr_climat_sommaires_NB_08-2016.csv
NB,2016,9,56.14666666666667,30,fr_climat_sommaires_NB_09-2016.csv
NB,2016,10,93.51666666666665,30,fr_climat_sommaires_NB_10-2016.csv
NB,2016,11,71.45806451612903,31,fr_climat_sommaires_NB_11-2016.csv
NB,2016,12,99.67666666666666,30,fr_climat_sommaires_NB_12-2016.csv
NB,2017,1,92.23448275862069,29,fr_climat_sommaires_NB_01-2017.csv
NB,2017,2,80.65862068965518,29,fr_climat_sommaires_NB_02-2017.csv
NB,2017,3,73.12758620689655,29,fr_climat_sommaires_NB_03-2017.csv
NB,2017,4,81.24838709677418,31,fr_climat_sommaires_NB_04-2017.csv
NB,2017,5,151.56774193548387,31,fr_climat_sommaires_NB_05-2017.csv
NB,2017,6,79.96774193548387,31,fr_climat_sommaires_NB_06-2017.csv
NB,2017,7,39.20645161290323,31,fr_climat_sommaires_NB_07-2017.csv
NB,2017,8,52.1,30,fr_climat_sommaires_NB_08-2017.csv
NB,2017,9,75.88064516129033,31,fr_climat_sommaires_NB_09-2017.csv
NB,2017,10,86.40967741935484,31,fr_climat_sommaires_NB_10-2017.csv
NB,2017,11,123.8,30,fr_climat_sommaires_NB_11-2017.csv
NB,2017,12,105.41724137931034,29,fr_climat_sommaires_NB_12-2017.csv
NB,2018,1,157.5962962962963,27,fr_climat_sommaires_NB_01-2018.csv
NB,2018,2,93.97037037037038,27,fr_climat_sommaires_NB_02-2018.csv
NB,2018,3,93.13703703703706,27,fr_climat_sommaires_NB_03-2018.csv
NB,2018,4,101.30357142857143,28,fr_climat_sommaires_NB_04-2018.csv
NB,2018,5,64.81428571428572,28,fr_climat_sommaires_NB_05-2018.csv
NB,2018,6,108.31851851851852,27,fr_climat_sommaires_NB_06-2018.csv
NB,2018,7,55.98888888888889,27,fr_climat_sommaires_NB_07-2018.csv
NB,2018,8,103.85925925925925,27,fr_climat_sommaires_NB_08-2018.csv
NB,2018,9,69.48928571428571,28,fr_climat_sommaires_NB_09-2018.csv
NB,2018,10,135.63793103448276,29,fr_climat_sommaires_NB_10-2018.csv
NB,2018,11,165.49999999999997,27,fr_climat_sommaires_NB_11-2018.csv
NB,2018,12,97.80714285714285,28,fr_climat_sommaires_NB_12-2018.csv
NB,2019,1,151.08928571428572,28,fr_climat_sommaires_NB_01-2019.csv
NB,2019,2,75.41785714285713,28,fr_climat_sommaires_NB_02-2019.csv
NB,2019,3,70.60357142857143,28,fr_climat_sommaires_NB_03-2019.csv
NB,2019,4,137.78571428571428,28,fr_climat_sommaires_NB_04-2019.csv
NB,2019,5,84.03846153846153,26,fr_climat_sommaires_NB_05-2019.csv
NB,2019,6,87.69166666666668,24,fr_climat_sommaires_NB_06-2019.csv
NB,2019,7,63.0809523809524,21,fr_climat_sommaires_NB_07-2019.csv
NB,2019,8,78.60999999999999,20,fr_climat_sommaires_NB_08-2019.csv
NB,2019,9,142.35,20,fr_climat_sommaires_NB_09-2019.csv
NB,2019,10,109.70952380952383,21,fr_climat_sommaires_NB_10-2019.csv
NB,2019,11,118.9,21,fr_climat_sommaires_NB_11-2019.csv
NB,2019,12,103.02727272727272,22,fr_climat_sommaires_NB_12-2019.csv
NB,2020,1,65.89545454545454,22,fr_climat_sommaires_NB_01-2020.csv
NB,2020,2,64.37727272727273,22,fr_climat_sommaires_NB_02-2020.csv
NB,2020,3,56.280952380952385,21,fr_climat_sommaires_NB_03-2020.csv
NB,2020,4,70.4047619047619,21,fr_climat_sommaires_NB_04-2020.csv
NB,2020,5,68.86666666666667,21,fr_climat_sommaires_NB_05-2020.csv
NB,2020,6,24.525000000000002,20,fr_climat_sommaires_NB_06-2020.csv
NB,2020,7,63.63999999999999,25,fr_climat_sommaires_NB_07-2020.csv
NB,2020,8,45.228,25,fr_climat_sommaires_NB_08-2020.csv
NB,2020,9,61.1576923076923,26,fr_climat_sommaires_NB_09-2020.csv
NB,2020,10,101.09230769230768,26,fr_climat_sommaires_NB_10-2020.csv
NB,2020,11,92.5923076923077,26,fr_climat_sommaires_NB_11-2020.csv
NB,2020,12,160.46153846153845,26,fr_climat_sommaires_NB_12-2020.csv
NB,2021,1,38.978260869565226,23,fr_climat_sommaires_NB_01-2021.csv
NB,2021,2,86.29499999999999,20,fr_climat_sommaires_NB_02-2021.csv
NB,2021,3,64.50000000000001,14,fr_climat_sommaires_NB_03-2021.csv
NB,2021,4,106.02499999999999,12,fr_climat_sommaires_NB_04-2021.csv
NB,2021,5,93.58888888888889,9,fr_climat_sommaires_NB_05-2021.csv
NB,2021,6,60.06666666666667,9,fr_climat_sommaires_NB_06-2021.csv
NB,2021,7,62.70769230769231,26,fr_climat_sommaires_NB_07-2021.csv
NB,2021,8,76.41153846153847,26,fr_climat_sommaires_NB_08-2021.csv
NB,2021,9,166.58846153846156,26,fr_climat_sommaires_NB_09-2021.csv
NB,2021,10,67.61538461538463,26,fr_climat_sommaires_NB_10-2021.csv
NB,2021,11,111.536,25,fr_climat_sommaires_NB_11-2021.csv
NB,2021,12,72.348,25,fr_climat_sommaires_NB_12-2021.csv
NB,2022,1,91.23200000000001,25,fr_climat_sommaires_NB_01-2022.csv
NB,2022,2,109.62916666666668,24,fr_climat_sommaires_NB_02-2022.csv
NB,2022,3,100.41666666666667,24,fr_climat_sommaires_NB_03-2022.csv
NB,2022,4,122.5,24,fr_climat_sommaires_NB_04-2022.csv
NB,2022,5,63.25833333333333,24,fr_climat_sommaires_NB_05-2022.csv
NB,2022,6,92.04166666666667,24,fr_climat_sommaires_NB_06-2022.csv
NB,2022,7,100.02083333333333,24,fr_climat_sommaires_NB_07-2022.csv
NB,2022,8,120.82916666666665,24,fr_climat_sommaires_NB_08-2022.csv
NB,2022,9,91.108,25,fr_climat_sommaires_NB_09-2022.csv
NB,2022,10,89.84,25,fr_climat_sommaires_NB_10-2022.csv
NB,2022,11,129.628,25,fr_climat_sommaires_NB_11-2022.csv
NB,2022,12,138.784,25,fr_climat_sommaires_NB_12-2022.csv
NB,2023,1,154.096,25,fr_climat_sommaires_NB_01-2023.csv
NB,2023,2,41.97200000000001,25,fr_climat_sommaires_NB_02-2023.csv
NB,2023,3,68.79599999999999,25,fr_climat_sommaires_NB_03-2023.csv
NB,2023,4,35.483999999999995,25,fr_climat_sommaires_NB_04-2023.csv
NB,2023,5,74.70400000000001,25,fr_climat_sommaires_NB_05-2023.csv
NB,2023,6,164.324,25,fr_climat_sommaires_NB_06-2023.csv
NB,2023,7,129.232,25,fr_climat_sommaires_NB_07-2023.csv
NB,2023,8,179.99599999999998,25,fr_climat_sommaires_NB_08-2023.csv
NB,2023,9,131.99200000000002,25,fr_climat_sommaires_NB_09-2023.csv
NB,2023,10,107.88,25,fr_climat_sommaires_NB_10-2023.csv
NB,2023,11,69.92000000000002,25,fr_climat_sommaires_NB_11-2023.csv
NB,2023,12,109.82,25,fr_climat_sommaires_NB_12-2023.csv
NB,2024,1,70.408,25,fr_climat_sommaires_NB_01-2024.csv
NB,2024,2,55.92400000000001,25,fr_climat_sommaires_NB_02-2024.csv
NB,2024,3,217.50400000000002,25,fr_climat_sommaires_NB_03-2024.csv
NB,2024,4,61.083999999999996,25,fr_climat_sommaires_NB_04-2024.csv
NB,2024,5,38.768,25,fr_climat_sommaires_NB_05-2024.csv
NB,2024,6,92.68800000000002,25,fr_climat_sommaires_NB_06-2024.csv
NB,2024,7,71.712,25,fr_climat_sommaires_NB_07-2024.csv
NB,2024,8,86.78800000000001,25,fr_climat_sommaires_NB_08-2024.csv
NB,2024,9,59.032,25,fr_climat_sommaires_NB_09-2024.csv
NB,2024,10,68.876,25,fr_climat_sommaires_NB_10-2024.csv
NB,2024,11,109.24399999999997,25,fr_climat_sommaires_NB_11-2024.csv
NB,2024,12,88.63600000000001,25,fr_climat_sommaires_NB_12-2024.csv
NB,2025,1,58.6,24,fr_climat_sommaires_NB_01-2025.csv
NB,2025,2,69.78750000000001,24,fr_climat_sommaires_NB_02-2025.csv
NB,2025,3,142.97916666666666,24,fr_climat_sommaires_NB_03-2025.csv
NB,2025,4,107.73200000000001,25,fr_climat_sommaires_NB_04-2025.csv
NB,2025,5,96.744,25,fr_climat_sommaires_NB_05-2025.csv
NB,2025,6,63.148,25,fr_climat_sommaires_NB_06-2025.csv
NB,2025,7,53.308,25,fr_climat_sommaires_NB_07-2025.csv
NB,2025,8,23.668000000000003,25,fr_climat_sommaires_NB_08-2025.csv
NB,2025,9,43.0,25,fr_climat_sommaires_NB_09-2025.csv
NB,2025,10,93.512,25,fr_climat_sommaires_NB_10-2025.csv
NB,2025,11,82.80799999999999,25,fr_climat_sommaires_NB_11-2025.csv
NB,2025,12,81.12799999999999,25,fr_climat_sommaires_NB_12-2025.csv
NL,2000,1,161.50689655172414,87,fr_climat_sommaires_NL_01-2000.csv
NL,2000,2,68.57011494252875,87,fr_climat_sommaires_NL_02-2000.csv
NL,2000,3,110.57303370786516,89,fr_climat_sommaires_NL_03-2000.csv
NL,2000,4,81.27058823529411,85,fr_climat_sommaires_NL_04-2000.csv
NL,2000,5,103.27816091954021,87,fr_climat_sommaires_NL_05-2000.csv
NL,2000,6,77.85568181818181,88,fr_climat_sommaires_NL_06-2000.csv
NL,2000,7,93.02528735632185,87,fr_climat_sommaires_NL_07-2000.csv
NL,2000,8,95.1896551724138,87,fr_climat_sommaires_NL_08-2000.csv
NL,2000,9,83.16593406593405,91,fr_climat_sommaires_NL_09-2000.csv
NL,2000,10,167.55393258426966,89,fr_climat_sommaires_NL_10-2000.csv
NL,2000,11,106.4818181818182,88,fr_climat_sommaires_NL_11-2000.csv
NL,2000,12,129.53295454545452,88,fr_climat_sommaires_NL_12-2000.csv
NL,2001,1,60.50113636363637,88,fr_climat_sommaires_NL_01-2001.csv
NL,2001,2,119.94705882352943,85,fr_climat_sommaires_NL_02-2001.csv
NL,2001,3,64.03493975903613,83,fr_climat_sommaires_NL_03-2001.csv
NL,2001,4,63.89655172413792,87,fr_climat_sommaires_NL_04-2001.csv
NL,2001,5,63.18372093023256,86,fr_climat_sommaires_NL_05-2001.csv
NL,2001,6,55.97471264367814,87,fr_climat_sommaires_NL_06-2001.csv
NL,2001,7,99.2289156626506,83,fr_climat_sommaires_NL_07-2001.csv
NL,2001,8,81.2095238095238,84,fr_climat_sommaires_NL_08-2001.csv
NL,2001,9,131.52988505747126,87,fr_climat_sommaires_NL_09-2001.csv
NL,2001,10,80.83139534883722,86,fr_climat_sommaires_NL_10-2001.csv
NL,2001,11,99.3220930232558,86,fr_climat_sommaires_NL_11-2001.csv
NL,2001,12,117.01882352941178,85,fr_climat_sommaires_NL_12-2001.csv
NL,2002,1,83.97093023255815,86,fr_climat_sommaires_NL_01-2002.csv
NL,2002,2,88.16823529411765,85,fr_climat_sommaires_NL_02-2002.csv
NL,2002,3,85.58372093023256,86,fr_climat_sommaires_NL_03-2002.csv
NL,2002,4,72.57105263157895,76,fr_climat_sommaires_NL_04-2002.csv
NL,2002,5,86.78488372093024,86,fr_climat_sommaires_NL_05-2002.csv
NL,2002,6,81.64137931034485,87,fr_climat_sommaires_NL_06-2002.csv
