Année,Région,Index,Source,Secteur,Sous-Secteur,Sous-sous-Secteur,Total,CO2 (kt),CH4 (kt),N2O (kt),HFCs (kt CO2eq),PFCs (kt CO2eq),SF6 (kt),NF3 (kt),Total (kt CO2eq)
2001,Nouveau-Brunswick,48,"Industrie manufacturière légère, construction et exploitation forestière",Ressources forestières,,,,213.2057158,0.013282801,0.001782837,0,0,0,0,214.050086
2001,Nouveau-Brunswick,33,Bâtiments,,,,o,1075.025102,2.67809824,0.079552079,42.24322404,0,0,0,1213.336378
2001,Nouveau-Brunswick,34,Bâtiments,Industrie des services,,,,541.6079118,0.010675418,0.051450797,39.21202404,0,0,0,594.7533087
2001,Nouveau-Brunswick,35,Bâtiments,Résidentiel,,,,533.41719,2.667422822,0.028101282,3.031199996,0,0,0,618.5830689
2001,Nouveau-Brunswick,40,Déchets,,,,o,0.084055319,30.11415554,0.135491205,0,0,0,0,879.1855797
2001,Nouveau-Brunswick,41,Déchets,Déchets solides,,,,0,28.13823797,0.068081122,0,0,0,0,805.9121605
2001,Nouveau-Brunswick,42,Déchets,Eaux usées,,,,0.00978,1.972108103,0.067337382,0,0,0,0,73.07321324
2001,Nouveau-Brunswick,43,Déchets,Incinération des déchets,,,,0.074275319,0.003809472,0.0000727,0,0,0,0,0.200206035
2001,Nouveau-Brunswick,36,Agriculture,,,,o,133.9811143,8.963424024,0.557669913,0,0,0,0,532.739514
2001,Nouveau-Brunswick,37,Agriculture,Utilisation de combustibles à la ferme,,,,69.12538639,0.002067215,0.000828726,0,0,0,0,69.40288087
2001,Nouveau-Brunswick,38,Agriculture,Cultures,,,,64.85572793,0.000596938,0.302979133,0,0,0,0,145.1619124
2001,Nouveau-Brunswick,39,Agriculture,Élevage,,,,0,8.960759871,0.253862054,0,0,0,0,318.1747208
2001,Québec,0,Total,,,,o,63362.85208,371.4120259,17.7930052,577.3566101,2689.527768,0.058396082,1.33186E-05,83116.94192
2001,Québec,1,Pétrole et gaz,,,,o,3772.989056,7.358343508,0.060016395,0,0,0,0,3994.927019
2001,Québec,2,Pétrole et gaz,Industrie amont du pétrole et du gaz,,,o,192.97943,4.080063823,0.005124071,0,0,0,0,308.5790958
2001,Québec,3,Pétrole et gaz,Industrie amont du pétrole et du gaz,Production et traitement du gaz naturel,,,0,0.0355033,0,0,0,0,0,0.9940924
2001,Québec,12,Pétrole et gaz,Industrie amont du pétrole et du gaz,"Transport du pétrole, du gaz naturel et du CO2",,,192.97943,4.044560523,0.005124071,0,0,0,0,307.5850034
2001,Québec,13,Pétrole et gaz,Industrie aval du pétrole et du gaz,,,o,3580.009626,3.278279684,0.054892325,0,0,0,0,3686.347923
2001,Québec,14,Pétrole et gaz,Industrie aval du pétrole et du gaz,Raffinage du pétrole,,,3577.445114,0.894832457,0.054824795,0,0,0,0,3617.028993
2001,Québec,15,Pétrole et gaz,Industrie aval du pétrole et du gaz,Distribution du gaz naturel,,,2.564512404,2.383447228,6.75292E-05,0,0,0,0,69.31893001
2001,Québec,16,Électricité,,,,,534.4528349,0.064118225,0.010488005,0,0,0.002070024,0,587.6730358
2001,Québec,17,Transports,,,,o,25971.26816,8.067361734,4.438719237,228.7976564,0,0,0,27602.21254
2001,Québec,18,Transports,Transport de passagers,,,o,17887.70855,1.963401593,3.991996933,166.0215156,0,0,0,19166.5845
2001,Québec,19,Transports,Transport de passagers,"Voitures, camions légers et motocyclettes",,,16425.94258,1.876844659,3.926797651,152.4761001,0,0,0,17671.5717
2001,Québec,20,Transports,Transport de passagers,"Transport par autobus, par train, maritime et aérien",,,1461.765978,0.086556935,0.065199282,13.54541542,0,0,0,1495.012797
2001,Québec,21,Transports,Transport de marchandises,,,o,5817.038052,0.337429652,0.407197591,62.77614086,0,0,0,5997.169585
2001,Québec,22,Transports,Transport de marchandises,"Camions lourds, trains",,,5030.16189,0.269161047,0.386159028,51.94595408,0,0,0,5191.976495
2001,Québec,23,Transports,Transport de marchandises,Transport aérien et transport maritime,,,786.8761627,0.068268605,0.021038563,10.83018678,0,0,0,805.1930897
2001,Québec,24,Transports,"Autres : à des fins récréatives, commerciales et résidentielles",,,,2266.521553,5.766530489,0.039524712,0,0,0,0,2438.458455
2001,Québec,25,Industrie lourde,,,,o,16999.80857,1.892454394,0.285207931,2.780280389,2677.881391,0.056271443,0,21131.41797
2001,Québec,26,Industrie lourde,Exploitation minière,,,,2460.147028,0.225821935,0.022011259,0,0,0,0,2472.303025
2001,Québec,27,Industrie lourde,Fonte et raffinage (métaux non ferreux),,,,6370.466702,0.247127157,0.031987752,0,2677.881391,0.056271443,0,10386.12332
2001,Québec,28,Industrie lourde,Pâtes et papiers,,,,3401.092359,0.607168509,0.189585375,0,0,0,0,3468.333201
2001,Québec,29,Industrie lourde,Sidérurgie,,,,686.1397871,0.129334178,0.007304814,0,0,0,0,691.6969198
2001,Québec,30,Industrie lourde,Ciment,,,,2214.160156,0.139251202,0.017011458,0,0,0,0,2222.567226
2001,Québec,31,Industrie lourde,Chaux et gypse,,,,761.2853434,0.032065221,0.003875912,0,0,0,0,763.2102864
2001,Québec,32,Industrie lourde,"Produits chimiques, engrais et fabrication de biocombustibles",,,,1106.51719,0.511686191,0.013431361,2.780280389,0,0,0,1127.183995
2001,Québec,45,"Industrie manufacturière légère, construction et exploitation forestière",,,,o,4426.388186,0.811247096,0.117081294,5.937957084,11.64637642,5.4615E-05,1.33186E-05,4499.211861
2001,Québec,46,"Industrie manufacturière légère, construction et exploitation forestière",Industrie manufacturière légère,,,,2896.091463,0.638191371,0.09896625,5.937957084,11.64637642,5.4615E-05,1.33186E-05,2959.269091
2001,Québec,47,"Industrie manufacturière légère, construction et exploitation forestière",Construction,,,,1199.78524,0.142997108,0.012182439,0,0,0,0,1207.017505
2001,Québec,48,"Industrie manufacturière légère, construction et exploitation forestière",Ressources forestières,,,,330.5114833,0.030058617,0.005932606,0,0,0,0,332.9252651
2001,Québec,33,Bâtiments,,,,o,10772.05902,18.85412327,0.69054786,339.8407162,0,0,0,11822.81037
2001,Québec,34,Bâtiments,Industrie des services,,,,6116.642142,0.593650922,0.494543864,309.2845641,0,0,0,6573.603056
2001,Québec,35,Bâtiments,Résidentiel,,,,4655.416879,18.26047235,0.196003996,30.55615204,0,0,0,5249.207315
2001,Québec,40,Déchets,,,,o,113.424929,174.7537717,0.981756536,0,0,0,0,5266.696018
2001,Québec,41,Déchets,Déchets solides,,,,0,169.0431446,0.092373358,0,0,0,0,4757.686987
2001,Québec,42,Déchets,Eaux usées,,,,0,5.677296595,0.578758335,0,0,0,0,312.3352635
2001,Québec,43,Déchets,Incinération des déchets,,,,113.424929,0.033330541,0.310624843,0,0,0,0,196.6737675
2001,Québec,36,Agriculture,,,,o,772.4613288,159.610606,11.20918794,0,0,0,0,8211.993102
2001,Québec,37,Agriculture,Utilisation de combustibles à la ferme,,,,503.5255216,0.017204959,0.014263827,0,0,0,0,507.7871748
2001,Québec,38,Agriculture,Cultures,,,,268.9358072,0.008852544,6.284597298,0,0,0,0,1934.601962
2001,Québec,39,Agriculture,Élevage,,,,0,159.5845485,4.910326815,0,0,0,0,5769.603965
2001,Ontario,0,Total provincial de l'inventaire,,,,o,175271.5266,568.2482233,29.88984528,1128.181611,16.25422279,0.04865955,0,201391.2211
2001,Ontario,1,Pétrole et gaz,,,,o,10108.9438,58.53864595,0.154520463,0,0,0,0,11788.97381
2001,Ontario,2,Pétrole et gaz,Industrie amont du pétrole et du gaz,,,o,2672.800596,32.74595818,0.06790954,0,0,0,0,3607.683453
2001,Ontario,3,Pétrole et gaz,Industrie amont du pétrole et du gaz,Production et traitement du gaz naturel,,,223.8954872,4.060053932,0.00339789,0,0,0,0,338.4774381
2001,Ontario,4,Pétrole et gaz,Industrie amont du pétrole et du gaz,Production de pétrole classique,,o,27.46966107,1.807392291,0.000270474,0,0,0,0,78.14832094
2001,Ontario,5,Pétrole et gaz,Industrie amont du pétrole et du gaz,Production de pétrole classique,Production de pétrole léger classique,,27.46966107,1.807392291,0.000270474,0,0,0,0,78.14832094
2001,Ontario,12,Pétrole et gaz,Industrie amont du pétrole et du gaz,"Transport du pétrole, du gaz naturel et du CO2",,,2421.435447,26.87851195,0.064241176,0,0,0,0,3191.057694
2001,Ontario,13,Pétrole et gaz,Industrie aval du pétrole et du gaz,,,o,7436.143204,25.79268778,0.086610923,0,0,0,0,8181.290357
2001,Ontario,14,Pétrole et gaz,Industrie aval du pétrole et du gaz,Raffinage du pétrole,,,7416.772152,1.305093213,0.086200808,0,0,0,0,7476.157976
2001,Ontario,15,Pétrole et gaz,Industrie aval du pétrole et du gaz,Distribution du gaz naturel,,,19.37105206,24.48759456,0.000410115,0,0,0,0,705.1323803
2001,Ontario,16,Électricité,,,,,40265.96882,2.63428186,0.635403779,0,0,0.004293635,0,40609.01113
2001,Ontario,17,Transports,,,,o,47629.61868,15.68902833,8.404939255,450.0212395,0,0,0,50746.24161
2001,Ontario,18,Transports,Transport de passagers,,,o,31566.01598,3.396567747,7.187922881,316.0992928,0,0,0,33882.01873
2001,Ontario,19,Transports,Transport de passagers,"Voitures, camions légers et motocyclettes",,,28759.54774,3.265719163,7.062112497,288.0751329,0,0,0,31010.52282
2001,Ontario,20,Transports,Transport de passagers,"Transport par autobus, par train, maritime et aérien",,,2806.468236,0.130848584,0.125810384,28.02415986,0,0,0,2871.495908
2001,Ontario,21,Transports,Transport de marchandises,,,o,11699.04907,0.627316736,1.14088436,133.9219467,0,0,0,12152.87024
2001,Ontario,22,Transports,Transport de marchandises,"Camions lourds, trains",,,11167.35149,0.600365224,1.125825353,121.1632474,0,0,0,11603.66868
2001,Ontario,23,Transports,Transport de marchandises,Transport aérien et transport maritime,,,531.6975797,0.026951511,0.015059008,12.75869932,0,0,0,549.2015583
2001,Ontario,24,Transports,"Autres : à des fins récréatives, commerciales et résidentielles",,,,4364.553628,11.66514385,0.076132014,0,0,0,0,4711.35264
2001,Ontario,25,Industrie lourde,,,,o,33773.04381,4.621137961,3.190960952,5.754947612,0,0.044292541,0,35794.66998
2001,Ontario,26,Industrie lourde,Exploitation minière,,,,1062.528849,0.211517361,0.014875073,0,0,0,0,1072.39323
2001,Ontario,27,Industrie lourde,Fonte et raffinage (métaux non ferreux),,,,1027.429613,0.259370665,0.016680539,0,0,0.044292541,0,2079.98705
2001,Ontario,28,Industrie lourde,Pâtes et papiers,,,,2700.606226,0.696570436,0.070049197,0,0,0,0,2738.673236
2001,Ontario,29,Industrie lourde,Sidérurgie,,,,15695.84024,0.875942951,0.113572999,0,0,0,0,15750.46348
2001,Ontario,30,Industrie lourde,Ciment,,,,5869.163165,0.164829796,0.023068604,0,0,0,0,5879.89158
2001,Ontario,31,Industrie lourde,Chaux et gypse,,,,1666.310524,0.074194754,0.009218278,0,0,0,0,1670.83082
2001,Ontario,32,Industrie lourde,"Produits chimiques, engrais et fabrication de biocombustibles",,,,5751.165192,2.338711998,2.943496262,5.754947612,0,0,0,6602.430585
2001,Ontario,45,"Industrie manufacturière légère, construction et exploitation forestière",,,,o,10126.20519,2.105164342,0.263121575,20.2560021,16.25422279,7.33739E-05,0,10293.11152
2001,Ontario,46,"Industrie manufacturière légère, construction et exploitation forestière",Industrie manufacturière légère,,,,6570.242057,1.556178567,0.227167225,20.2560021,16.25422279,7.33739E-05,0,6712.248883
2001,Ontario,47,"Industrie manufacturière légère, construction et exploitation forestière",Construction,,,,3375.960641,0.534577779,0.034494902,0,0,0,0,3400.069968
2001,Ontario,48,"Industrie manufacturière légère, construction et exploitation forestière",Ressources forestières,,,,180.0024892,0.014407996,0.001459448,0,0,0,0,180.7926668
2001,Ontario,33,Bâtiments,,,,o,31680.27888,34.84694535,1.215095388,652.1494221,0,0,0,33630.14305
2001,Ontario,34,Bâtiments,Industrie des services,,,,14291.49,2.458229962,0.816743795,604.674598,0,0,0,15181.43215
2001,Ontario,35,Bâtiments,Résidentiel,,,,17388.78888,32.38871539,0.398351594,47.47482411,0,0,0,18448.71091
2001,Ontario,40,Déchets,,,,o,106.4052943,239.8911334,2.15370739,0,0,0,0,7394.089488
2001,Ontario,41,Déchets,Déchets solides,,,,0,230.3837504,0.183649412,0,0,0,0,6499.412106
2001,Ontario,42,Déchets,Eaux usées,,,,3.329230634,9.434740638,1.891814166,0,0,0,0,768.8327224
2001,Ontario,43,Déchets,Incinération des déchets,,,,103.0760637,0.072642348,0.078243812,0,0,0,0,125.8446597
2001,Ontario,36,Agriculture,,,,o,1581.062088,209.9218861,13.87209648,0,0,0,0,11134.98047
2001,Ontario,37,Agriculture,Utilisation de combustibles à la ferme,,,,1454.414459,0.139501401,0.025649436,0,0,0,0,1465.117599
2001,Ontario,38,Agriculture,Cultures,,,,126.6476291,0.059731536,7.082617915,0,0,0,0,2005.213859
2001,Ontario,39,Agriculture,Élevage,,,,0,209.7226532,6.763829127,0,0,0,0,7664.649007
2001,Manitoba,0,Total provincial de l'inventaire,,,,o,11971.43389,191.5509641,8.693587225,117.6372392,0.102229026,0.000242721,0,19762.10491
2001,Manitoba,1,Pétrole et gaz,,,,o,560.6195565,14.7138664,0.014082818,0,0,0,0,976.3397626
2001,Manitoba,2,Pétrole et gaz,Industrie amont du pétrole et du gaz,,,o,557.4446774,13.42760224,0.013999792,0,0,0,0,937.127485
2001,Manitoba,4,Pétrole et gaz,Industrie amont du pétrole et du gaz,Production de pétrole classique,,o,37.09462848,7.354041248,0.000137818,0,0,0,0,243.0443052
2001,Manitoba,5,Pétrole et gaz,Industrie amont du pétrole et du gaz,Production de pétrole classique,Production de pétrole léger classique,,37.09462848,7.354041248,0.000137818,0,0,0,0,243.0443052
2001,Manitoba,12,Pétrole et gaz,Industrie amont du pétrole et du gaz,"Transport du pétrole, du gaz naturel et du CO2",,,520.3500489,6.07356099,0.013861974,0,0,0,0,694.0831798
2001,Manitoba,13,Pétrole et gaz,Industrie aval du pétrole et du gaz,,,o,3.174879119,1.286264163,8.3026E-05,0,0,0,0,39.21227758
2001,Manitoba,15,Pétrole et gaz,Industrie aval du pétrole et du gaz,Distribution du gaz naturel,,,3.174879119,1.286264163,8.3026E-05,0,0,0,0,39.21227758
2001,Manitoba,16,Électricité,,,,,547.3865766,0.008241577,0.009224939,0,0,0.000242721,0,555.7658927
2001,Manitoba,17,Transports,,,,o,5004.182704,1.892138418,0.822828732,43.05719414,0,0,0,5318.269388
2001,Manitoba,18,Transports,Transport de passagers,,,o,2980.32704,0.323718361,0.616088473,27.95655825,0,0,0,3180.611158
2001,Manitoba,19,Transports,Transport de passagers,"Voitures, camions légers et motocyclettes",,,2493.849174,0.297141113,0.59648426,23.39851268,0,0,0,2683.635967
2001,Manitoba,20,Transports,Transport de passagers,"Transport par autobus, par train, maritime et aérien",,,486.4778658,0.026577248,0.019604213,4.558045571,0,0,0,496.9751908
2001,Manitoba,21,Transports,Transport de marchandises,,,o,1441.698227,0.082243073,0.194589488,15.10063588,0,0,0,1510.667884
2001,Manitoba,22,Transports,Transport de marchandises,"Camions lourds, trains",,,1354.43722,0.077819529,0.191980369,13.56191395,0,0,0,1421.052879
2001,Manitoba,23,Transports,Transport de marchandises,Transport aérien et transport maritime,,,87.26100728,0.004423545,0.002609119,1.538721927,0,0,0,89.61500496
2001,Manitoba,24,Transports,"Autres : à des fins récréatives, commerciales et résidentielles",,,,582.1574368,1.486176984,0.012150771,0,0,0,0,626.9903467
2001,Manitoba,25,Industrie lourde,,,,o,1348.551597,0.219304015,0.176123019,0.110372768,0,0,0,1401.475082
2001,Manitoba,26,Industrie lourde,Exploitation minière,,,,112.5868347,0.008210528,0.003134632,0,0,0,0,113.6474069
2001,Manitoba,27,Industrie lourde,Fonte et raffinage (métaux non ferreux),,,,193.9344483,0.024725166,0.003942508,0,0,0,0,195.6715177
2001,Manitoba,28,Industrie lourde,Pâtes et papiers,,,,170.5464509,0.028297347,0.004106945,0,0,0,0,172.427117
2001,Manitoba,29,Industrie lourde,Sidérurgie,,,,45.59555044,0.025519776,0.001056263,0,0,0,0,46.59001376
2001,Manitoba,30,Industrie lourde,Ciment,,,,12.18931144,0.017921166,0.000468863,0,0,0,0,12.81535269
2001,Manitoba,31,Industrie lourde,Chaux et gypse,,,,87.6486823,0.003289466,0.000304873,0,0,0,0,87.82157865
2001,Manitoba,32,Industrie lourde,"Produits chimiques, engrais et fabrication de biocombustibles",,,,726.0503188,0.111340566,0.163108936,0.110372768,0,0,0,772.5020956
2001,Manitoba,45,"Industrie manufacturière légère, construction et exploitation forestière",,,,o,800.1312608,0.244635744,0.021495494,2.147245645,0.102229026,0,0,814.9268422
2001,Manitoba,46,"Industrie manufacturière légère, construction et exploitation forestière",Industrie manufacturière légère,,,,407.5175941,0.109338524,0.016735604,2.147245645,0.102229026,0,0,417.2634826
2001,Manitoba,47,"Industrie manufacturière légère, construction et exploitation forestière",Construction,,,,335.2715546,0.131865512,0.003796732,0,0,0,0,339.969923
2001,Manitoba,48,"Industrie manufacturière légère, construction et exploitation forestière",Ressources forestières,,,,57.3421121,0.003431709,0.000963157,0,0,0,0,57.69343659
2001,Manitoba,33,Bâtiments,,,,o,2746.822586,2.852585609,0.119859919,72.32242664,0,0,0,2930.780288
2001,Manitoba,34,Bâtiments,Industrie des services,,,,1573.511639,0.244637537,0.089036562,67.70673629,0,0,0,1671.662916
2001,Manitoba,35,Bâtiments,Résidentiel,,,,1173.310947,2.607948071,0.030823357,4.615690353,0,0,0,1259.117372
2001,Manitoba,40,Déchets,,,,o,0.49277887,42.25881053,0.16902845,0,0,0,0,1228.532013
2001,Manitoba,41,Déchets,Déchets solides,,,,0,41.14791969,0.009996133,0,0,0,0,1154.790726
2001,Manitoba,42,Déchets,Eaux usées,,,,0,1.104582343,0.158873042,0,0,0,0,73.0296616
2001,Manitoba,43,Déchets,Incinération des déchets,,,,0.49277887,0.006308504,0.000159276,0,0,0,0,0.711625138
2001,Manitoba,36,Agriculture,,,,o,963.2468281,129.3613818,7.360943854,0,0,0,0,6536.015641
2001,Manitoba,37,Agriculture,Utilisation de combustibles à la ferme,,,,788.7035705,0.055859179,0.008340157,0,0,0,0,792.4777692
2001,Manitoba,38,Agriculture,Cultures,,,,174.5432575,2.163750315,5.781652892,0,0,0,0,1767.266283
2001,Manitoba,39,Agriculture,Élevage,,,,0,127.1417723,1.570950805,0,0,0,0,3976.271589
2001,Saskatchewan,0,Total provincial de l'inventaire,,,,o,37808.45317,1312.127907,12.16682391,106.3460718,0.122294747,9.94607E-05,0,77881.04858
2001,Saskatchewan,1,Pétrole et gaz,,,,o,8555.353244,1042.966893,0.377177787,0,0,0,0,37858.37837
2001,Saskatchewan,2,Pétrole et gaz,Industrie amont du pétrole et du gaz,,,o,7765.580483,1032.130603,0.366472243,0,0,0,0,36762.35251
2001,Saskatchewan,3,Pétrole et gaz,Industrie amont du pétrole et du gaz,Production et traitement du gaz naturel,,,1046.571284,52.4682706,0.025744436,0,0,0,0,2522.505136
2001,Saskatchewan,4,Pétrole et gaz,Industrie amont du pétrole et du gaz,Production de pétrole classique,,o,2268.203909,942.5146209,0.028856325,0,0,0,0,28666.26022
2001,Saskatchewan,5,Pétrole et gaz,Industrie amont du pétrole et du gaz,Production de pétrole classique,Production de pétrole léger classique,,1376.313585,164.9062461,0.008552297,0,0,0,0,5995.954836
2001,Saskatchewan,6,Pétrole et gaz,Industrie amont du pétrole et du gaz,Production de pétrole classique,Production de pétrole lourd classique,,891.8903239,777.6083747,0.020304028,0,0,0,0,22670.30538
2001,Saskatchewan,8,Pétrole et gaz,Industrie amont du pétrole et du gaz,Sables bitumineux et production de pétrole lourd thermique,,o,2825.928505,15.41898009,0.267842853,0,0,0,0,3328.638303
2001,Saskatchewan,11,Pétrole et gaz,Industrie amont du pétrole et du gaz,Sables bitumineux et production de pétrole lourd thermique,Valorisation,,2020.787684,12.50450694,0.250249475,0,0,0,0,2437.229989
2001,Saskatchewan,10,Pétrole et gaz,Industrie amont du pétrole et du gaz,Sables bitumineux et production de pétrole lourd thermique,Extraction thermique in situ,,805.1408208,2.914473152,0.017593379,0,0,0,0,891.4083144
2001,Saskatchewan,12,Pétrole et gaz,Industrie amont du pétrole et du gaz,"Transport du pétrole, du gaz naturel et du CO2",,,1624.876785,21.7287313,0.044028628,0,0,0,0,2244.948848
2001,Saskatchewan,13,Pétrole et gaz,Industrie aval du pétrole et du gaz,,,o,789.7727612,10.8362905,0.010705544,0,0,0,0,1096.025864
2001,Saskatchewan,14,Pétrole et gaz,Industrie aval du pétrole et du gaz,Raffinage du pétrole,,,778.6982716,0.169927197,0.010436972,0,0,0,0,786.2220307
2001,Saskatchewan,15,Pétrole et gaz,Industrie aval du pétrole et du gaz,Distribution du gaz naturel,,,11.0744896,10.6663633,0.000268572,0,0,0,0,309.8038335
2001,Saskatchewan,44,Production de charbon,,,,,27.03258896,0.848341522,0.000498291,0,0,0,0,50.91819874
2001,Saskatchewan,16,Électricité,,,,,14169.39022,0.583926802,0.319285997,0,0,9.94607E-05,0,14272.68829
2001,Saskatchewan,17,Transports,,,,o,5647.987442,2.805362576,0.88869299,39.9480717,0,0,0,6001.989308
2001,Saskatchewan,18,Transports,Transport de passagers,,,o,2867.262764,0.355469929,0.608830229,23.01198406,0,0,0,3061.567917
2001,Saskatchewan,19,Transports,Transport de passagers,"Voitures, camions légers et motocyclettes",,,2637.831932,0.336539057,0.598253329,21.18655155,0,0,0,2826.978709
2001,Saskatchewan,20,Transports,Transport de passagers,"Transport par autobus, par train, maritime et aérien",,,229.4308324,0.018930872,0.010576901,1.825432511,0,0,0,234.589208
2001,Saskatchewan,21,Transports,Transport de marchandises,,,o,1931.664921,0.12722808,0.261275339,16.93608763,0,0,0,2021.40136
2001,Saskatchewan,22,Transports,Transport de marchandises,"Camions lourds, trains",,,1897.271579,0.124814707,0.260190158,16.65859796,0,0,0,1986.375381
2001,Saskatchewan,23,Transports,Transport de marchandises,Transport aérien et transport maritime,,,34.39334215,0.002413373,0.001085181,0.277489675,0,0,0,35.02597922
2001,Saskatchewan,24,Transports,"Autres : à des fins récréatives, commerciales et résidentielles",,,,849.0597573,2.322664566,0.018587421,0,0,0,0,919.0200318
2001,Saskatchewan,25,Industrie lourde,,,,o,2493.452598,0.533771128,0.061444515,0.053507074,0,0,0,2524.734494
2001,Saskatchewan,26,Industrie lourde,Exploitation minière,,,,1496.442413,0.301776301,0.031853507,0,0,0,0,1513.333328
2001,Saskatchewan,27,Industrie lourde,Fonte et raffinage (métaux non ferreux),,,,12.58591258,0.018839234,0.000471227,0,0,0,0,13.23828617
2001,Saskatchewan,28,Industrie lourde,Pâtes et papiers,,,,279.7960691,0.118122446,0.024709375,0,0,0,0,289.651482
2001,Saskatchewan,29,Industrie lourde,Sidérurgie,,,,143.4872252,0.049000811,0.002817527,0,0,0,0,145.6058924
2001,Saskatchewan,30,Industrie lourde,Ciment,,,,12.35991258,0.018839234,0.000471227,0,0,0,0,13.01228617
2001,Saskatchewan,31,Industrie lourde,Chaux et gypse,,,,1.401609414,0.00025139,2.0127E-05,0,0,0,0,1.413981983
2001,Saskatchewan,32,Industrie lourde,"Produits chimiques, engrais et fabrication de biocombustibles",,,,547.379457,0.026941711,0.001101527,0.053507074,0,0,0,548.4792365
2001,Saskatchewan,45,"Industrie manufacturière légère, construction et exploitation forestière",,,,o,774.7229379,0.367657609,0.012583088,0.664834278,0.122294747,0,0,789.1389983
2001,Saskatchewan,46,"Industrie manufacturière légère, construction et exploitation forestière",Industrie manufacturière légère,,,,496.8879102,0.107194317,0.008634084,0.664834278,0.122294747,0,0,502.9645125
2001,Saskatchewan,47,"Industrie manufacturière légère, construction et exploitation forestière",Construction,,,,244.8392259,0.2464467,0.003636566,0,0,0,0,252.7034234
2001,Saskatchewan,48,"Industrie manufacturière légère, construction et exploitation forestière",Ressources forestières,,,,32.99580178,0.014016592,0.000312438,0,0,0,0,33.47106237
2001,Saskatchewan,33,Bâtiments,,,,o,3389.069514,3.534975389,0.119595913,65.67965874,0,0,0,3585.4214
2001,Saskatchewan,34,Bâtiments,Industrie des services,,,,1521.123084,0.355611072,0.076766117,61.67175758,0,0,0,1613.094973
2001,Saskatchewan,35,Bâtiments,Résidentiel,,,,1867.94643,3.179364317,0.042829796,4.007901167,0,0,0,1972.326428
2001,Saskatchewan,40,Déchets,,,,o,0.305256489,47.56516997,0.090437816,0,0,0,0,1356.096037
2001,Saskatchewan,41,Déchets,Déchets solides,,,,0,45.75919055,0.009168416,0,0,0,0,1283.686966
2001,Saskatchewan,42,Déchets,Eaux usées,,,,0.23874265,1.800765496,0.08117288,0,0,0,0,72.17098975
2001,Saskatchewan,43,Déchets,Incinération des déchets,,,,0.066513839,0.005213932,0.00009652,0,0,0,0,0.238081735
2001,Saskatchewan,36,Agriculture,,,,o,2751.139363,212.9218082,10.29710751,0,0,0,0,11441.68348
2001,Saskatchewan,37,Agriculture,Utilisation de combustibles à la ferme,,,,2398.699363,0.385698148,0.025530274,0,0,0,0,2416.264434
2001,Saskatchewan,38,Agriculture,Cultures,,,,352.44,1.282431431,7.18321325,0,0,0,0,2291.899591
2001,Saskatchewan,39,Agriculture,Élevage,,,,0,211.2536786,3.08836399,0,0,0,0,6733.519459
2001,Alberta,0,Total provincial de l'inventaire,,,,o,166658.5521,2237.234309,23.69491006,413.9134226,2.242954501,0.000101146,0,235998.7973
2001,Alberta,1,Pétrole et gaz,,,,o,63171.60418,1608.008265,1.197745648,0,0,0,0,108513.2382
2001,Alberta,2,Pétrole et gaz,Industrie amont du pétrole et du gaz,,,o,59431.07351,1593.86552,1.14875561,0,0,0,0,104363.7283
2001,Alberta,3,Pétrole et gaz,Industrie amont du pétrole et du gaz,Production et traitement du gaz naturel,,,30433.96787,837.1883718,0.755649402,0,0,0,0,54075.48937
2001,Alberta,4,Pétrole et gaz,Industrie amont du pétrole et du gaz,Production de pétrole classique,,o,4997.758628,634.8974344,0.09471705,0,0,0,0,22799.98681
2001,Alberta,5,Pétrole et gaz,Industrie amont du pétrole et du gaz,Production de pétrole classique,Production de pétrole léger classique,,3099.322383,383.1148083,0.061021675,0,0,0,0,13842.70776
2001,Alberta,6,Pétrole et gaz,Industrie amont du pétrole et du gaz,Production de pétrole classique,Production de pétrole lourd classique,,1898.436245,251.7826262,0.033695375,0,0,0,0,8957.279052
2001,Alberta,8,Pétrole et gaz,Industrie amont du pétrole et du gaz,Sables bitumineux et production de pétrole lourd thermique,,o,20643.88394,68.61479518,0.211221617,0,0,0,0,22621.07193
2001,Alberta,9,Pétrole et gaz,Industrie amont du pétrole et du gaz,Sables bitumineux et production de pétrole lourd thermique,Exploitation minière et extraction,,3783.227707,50.16114703,0.041755539,0,0,0,0,5198.805042
2001,Alberta,11,Pétrole et gaz,Industrie amont du pétrole et du gaz,Sables bitumineux et production de pétrole lourd thermique,Valorisation,,11659.44881,3.874819114,0.06523589,0,0,0,0,11785.23126
2001,Alberta,10,Pétrole et gaz,Industrie amont du pétrole et du gaz,Sables bitumineux et production de pétrole lourd thermique,Extraction thermique in situ,,5201.207422,14.57882903,0.104230188,0,0,0,0,5637.035635
2001,Alberta,12,Pétrole et gaz,Industrie amont du pétrole et du gaz,"Transport du pétrole, du gaz naturel et du CO2",,,3355.463074,53.16491816,0.087167541,0,0,0,0,4867.18018
2001,Alberta,13,Pétrole et gaz,Industrie aval du pétrole et du gaz,,,o,3740.530671,14.14274587,0.048990038,0,0,0,0,4149.509915
2001,Alberta,14,Pétrole et gaz,Industrie aval du pétrole et du gaz,Raffinage du pétrole,,,3718.295968,1.144282906,0.048417364,0,0,0,0,3763.166491
2001,Alberta,15,Pétrole et gaz,Industrie aval du pétrole et du gaz,Distribution du gaz naturel,,,22.23470321,12.99846296,0.000572674,0,0,0,0,386.3434248
